"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL333826";"DEQUALINIUM";"DEQUALINIUM|Dequalinium";"Small molecule";"4";"456.68";"56";"132";"6.17";"59.80";"2";"2";"1";"11";"N";"0.21";"None";"None";"-3.59";"-3.59";"4";"MOL";"0";"34";"4";"4";"1";"456.3242";"NEUTRAL";"C30H40N4+2";"Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21"
"CHEMBL1096";"AMLEXANOX";"AA-673|AMLEXANOX|Aphthasol|CHX 3673|CHX-3673";"Small molecule";"4";"298.30";"42";"89";"2.75";"106.42";"5";"2";"0";"2";"N";"0.70";"4.31";"1.87";"3.65";"0.69";"3";"MOL";"0";"22";"6";"3";"0";"298.0954";"ACID";"C16H14N2O4";"CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1"
"CHEMBL3989751";"NEOMYCIN";"NEOMYCIN";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL605846";"OLODATEROL";"BI 1744|OLODATEROL|STRIVERDI RESPIMAT";"Small molecule";"4";"386.45";"7";"12";"2.38";"100.05";"6";"4";"0";"7";"N";"0.58";"9.22";"9.84";"1.19";"-0.18";"2";"MOL";"0";"28";"7";"4";"0";"386.1842";"BASE";"C21H26N2O5";"COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1"
"CHEMBL1497";"BETAMETHASONE VALERATE";"AUDAVATE|AUDAVATE RD|BETACAP|BETAMETH VAL IN COAL TAR|BETAMETHASONE 17-VALERATE|BETAMETHASONE VALERATE|BETESIL|BETNOVATE RD|BETNOVATE-C|BETNOVATE-N|BETTAMOUSSE|BEXTASOL|Beta-val|Betaderm|Betatrex|Dermabet|FUCIBET|Luxiq|Valisone|Valnac|XEMACORT";"Small molecule";"4";"476.59";"11";"46";"3.64";"100.90";"6";"2";"0";"6";"N";"0.57";"13.41";"None";"3.71";"3.71";"0";"MOL";"0";"34";"6";"2";"0";"476.2574";"NEUTRAL";"C27H37FO6";"CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL1527608";"DOXOFYLLINE";"ABC 12/3|DOXOFYLLINE|DOXOPHYLLINE|Maxivent";"Small molecule";"3";"266.26";"113";"614";"-1.19";"80.28";"8";"0";"0";"2";"N";"0.68";"None";"None";"-0.49";"-0.49";"2";"MOL";"0";"19";"8";"0";"0";"266.1015";"NEUTRAL";"C11H14N4O4";"Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O"
"CHEMBL1201313";"CHLOPHEDIANOL";"CLOFEDANOL|Chlophedianol";"Small molecule";"4";"289.81";"5";"5";"3.53";"23.47";"2";"1";"0";"5";"N";"0.91";"13.18";"8.87";"3.46";"1.97";"2";"MOL";"0";"20";"2";"1";"0";"289.1233";"BASE";"C17H20ClNO";"CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl"
"CHEMBL2105302";"PRENOXDIAZINE";"PRENOXDIAZINE";"Small molecule";"0";"361.49";"";"";"4.47";"42.16";"4";"0";"0";"7";"N";"0.62";"None";"8.49";"5.08";"3.96";"3";"MOL";"0";"27";"4";"0";"0";"361.2154";"NEUTRAL";"C23H27N3O";"c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1"
"CHEMBL91397";"RUPATADINE";"RUPATADINE|UR-12592";"Small molecule";"3";"415.97";"10";"27";"5.63";"29.02";"3";"0";"1";"2";"N";"0.54";"None";"7.19";"5.37";"5.16";"3";"MOL";"0";"30";"3";"0";"1";"415.1815";"NEUTRAL";"C26H26ClN3";"Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1"
"CHEMBL914";"FEXOFENADINE";"Allegra|FEXOFENADINE|Fexofenadine";"Small molecule";"4";"501.67";"144";"450";"5.51";"81.00";"4";"3";"2";"10";"N";"0.34";"4.04";"9.01";"2.94";"2.93";"3";"MOL";"0";"37";"5";"3";"2";"501.2879";"ZWITTERION";"C32H39NO4";"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"
"CHEMBL1754";"DOXAPRAM";"DOXAPRAM|Doxapram";"Small molecule";"4";"378.52";"116";"620";"3.17";"32.78";"3";"0";"0";"6";"N";"0.77";"None";"7.23";"3.23";"3.01";"2";"MOL";"0";"28";"4";"0";"0";"378.2307";"NEUTRAL";"C24H30N2O2";"CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O"
"CHEMBL1187694";"QUIFENADINE";"QUIFENADINE";"Small molecule";"0";"293.41";"4";"6";"3.26";"23.47";"2";"1";"0";"3";"N";"0.94";"13.17";"9.00";"3.12";"1.51";"2";"MOL";"0";"22";"2";"1";"0";"293.1780";"BASE";"C20H23NO";"OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2"
"CHEMBL657";"DIPHENHYDRAMINE";"Antitussive|Beldin|Belix|Benadryl|Benylin|DIPHENHYDRAMINE|Dibenil|Diphen|Diphenhydramine|Hydramine|Silphen";"Small molecule";"4";"255.36";"161";"972";"3.35";"12.47";"2";"0";"0";"6";"N";"0.78";"None";"8.87";"3.65";"2.17";"2";"MOL";"0";"19";"2";"0";"0";"255.1623";"BASE";"C17H21NO";"CN(C)CCOC(c1ccccc1)c1ccccc1"
"CHEMBL1457";"HYDROCODONE";"HYDROCODONE|Hydrocodone";"Small molecule";"4";"299.37";"18";"38";"1.93";"38.77";"4";"0";"0";"1";"N";"0.79";"None";"8.61";"1.96";"0.73";"1";"MOL";"0";"22";"4";"0";"0";"299.1521";"BASE";"C18H21NO3";"COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314"
"CHEMBL1200500";"BECLOMETHASONE DIPROPIONATE";"AEROBEC 100|AEROBEC 50|AEROBEC FTE 250|ASMABEC CLICKHALER|ASMABEC SPACEHALER|BECLAZONE 100|BECLAZONE 100 E-BREATHE|BECLAZONE 200|BECLAZONE 250|BECLAZONE 250 E-BREATHE|BECLAZONE 50|BECLAZONE 50 E-BREATHE|BECLOAQUA 50|BECLOFORTE|BECLOFORTE E-BREATHE|BECLOFORTE INTEGRA|BECLOFORTE-VM|BECLOMET DIPROP|BECLOMET HAYFEVER|BECLOMETASONE|BECLOMETASONE DIPROPIONATE|BECLOMETHASONE|BECLOMETHASONE DIPROPIONATE|BECLOMETHASONE DIPROPIONATE MONOHYDRATE|BECLOMIST|BECLOTAIDE|BECODISKS|BECONASE AQ|BECOTIDE|BECOTIDE 100|BECOTIDE 100 E-BREATHE|BECOTIDE 200|BECOTIDE 50|BECOTIDE 50 E-BREATHE|Beclovent|Beconase|CLENIL MODULITE|CLIPPER|FILAIR 100|FILAIR 50|FILAIR FTE|FOSTAIR|FOSTAIR NEXTHALER|NASOBEC AQ|NASOBEC HAYFEVER|PROPADERM|PROPADERM FTE|PROPADERM-A|PROPADERM-C|PULVINAL BECLOMET|QNASL|QVAR 100|QVAR 100 E-BREATHE|QVAR 40|QVAR 50|QVAR 50 E-BREATHE|QVAR 80|QVAR REDIHALER|RINO CLENIL|SCH 18020W|SCH 8020W|SCH-18020W|SGX-201|SGX-202|SGX-203|VANCENASE AQ|VANCENASE POCKETHALER|VANCERIL DOUBLE STRENGTH|VENTIDE|VIVABEC|Vancenase|Vanceril|ZONIVENT AQUANASAL";"Small molecule";"4";"521.05";"31";"66";"4.09";"106.97";"7";"1";"1";"6";"N";"0.41";"13.81";"None";"4.43";"4.43";"0";"MOL";"0";"36";"7";"1";"1";"520.2228";"NEUTRAL";"C28H37ClO7";"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C"
"CHEMBL2104824";"INDANAZOLINE";"INDANAZOLINE";"Small molecule";"0";"201.27";"";"";"1.55";"36.42";"3";"2";"0";"1";"Y";"0.72";"None";"9.93";"2.28";"0.11";"1";"MOL";"0";"15";"3";"2";"0";"201.1266";"BASE";"C12H15N3";"c1cc2c(c(NC3=NCCN3)c1)CCC2"
"CHEMBL2426701";"LEVOVERBENONE";"LEVOVERBENONE";"Small molecule";"0";"150.22";"3";"3";"2.18";"17.07";"1";"0";"0";"0";"Y";"0.52";"None";"None";"2.24";"2.24";"0";"MOL";"0";"11";"1";"0";"0";"150.1045";"NEUTRAL";"C10H14O";"CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C"
"CHEMBL829";"METHYLPROMAZINE";"ALIMEMAZINE|METHYLPROMAZINE|Methylpromazine|Temaril|Trimeprazine";"Small molecule";"4";"298.45";"9";"17";"4.49";"6.48";"3";"0";"0";"4";"N";"0.82";"None";"9.42";"4.41";"2.40";"2";"MOL";"0";"21";"2";"0";"0";"298.1504";"BASE";"C18H22N2S";"CC(CN(C)C)CN1c2ccccc2Sc2ccccc21"
"CHEMBL2021430";"DEXAMETHASONE SODIUM PHOSPHATE";"DEXACEN-4|DEXACORT|DEXAIR|DEXAMETHASONE|DEXAMETHASONE 21-PHOSPHATE DISODIUM SALT|DEXAMETHASONE SODIUM PHOSPHATE|DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE|Decadron|Hexadrol|Maxidex|TLC-399|TLC399";"Small molecule";"4";"516.41";"2";"4";"2.01";"141.36";"6";"4";"0";"4";"N";"0.46";"1.18";"None";"1.56";"-2.01";"0";"MOL";"0";"32";"8";"4";"0";"472.1662";"ACID";"C22H28FNa2O8P";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL975";"MESNA";"D 7093|D-7093|MESNA|MISTABRON|Mesnex|NSC-113891|UROMITEXAN";"Small molecule";"4";"164.18";"190";"720";"-0.20";"54.37";"3";"2";"0";"2";"Y";"0.41";"-1.16";"None";"-0.40";"-2.78";"0";"MOL";"0";"7";"3";"1";"0";"141.9758";"ACID";"C2H5NaO3S2";"O=S(=O)([O-])CCS.[Na+]"
"CHEMBL1742423";"BILASTINE";"BILASTINE|ILAXTEN";"Small molecule";"4";"463.62";"3";"8";"4.86";"67.59";"5";"1";"0";"10";"N";"0.44";"4.04";"9.41";"2.41";"2.42";"3";"MOL";"0";"34";"6";"1";"0";"463.2835";"ZWITTERION";"C28H37N3O3";"CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21"
"CHEMBL551466";"ACLIDINIUM BROMIDE";"14115700|ACLIDINIUM BROMIDE|EKLIRA|LAS 34273|LAS 34273 MICRONIZED|LAS W-330|LAS-34273|LAS-34273 MICRONIZED|LAS-W-330|TUDORZA PRESSAIR";"Small molecule";"4";"564.57";"17";"42";"4.67";"55.76";"6";"1";"0";"9";"N";"0.27";"10.35";"None";"0.45";"0.46";"3";"MOL";"0";"33";"5";"1";"0";"484.1611";"NEUTRAL";"C26H30BrNO4S2";"O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-]"
"CHEMBL1106";"EPINASTINE";"EPINASTINE|Elestat|Epinastine|WAL-801";"Small molecule";"4";"249.32";"18";"45";"2.47";"41.62";"3";"1";"0";"0";"Y";"0.78";"None";"8.77";"3.07";"1.73";"2";"MOL";"0";"19";"3";"2";"0";"249.1266";"BASE";"C16H15N3";"NC1=NCC2c3ccccc3Cc3ccccc3N12"
"CHEMBL811";"BROMPHENIRAMINE";"BPN|BROMPHENIRAMINE|Bromfed|Bromfenex|Brompheniramine|Dimetane|Dimetapp|Lodrane";"Small molecule";"4";"319.25";"21";"34";"3.93";"16.13";"2";"0";"0";"5";"N";"0.83";"None";"9.48";"3.75";"1.68";"2";"MOL";"0";"19";"2";"0";"0";"318.0732";"BASE";"C16H19BrN2";"CN(C)CCC(c1ccc(Br)cc1)c1ccccn1"
"CHEMBL364713";"NOSCAPINE";"NARCOTINE|NOSCAPINE|NSC-5366|Tusscapine";"Small molecule";"4";"413.43";"214";"656";"2.88";"75.69";"8";"0";"0";"4";"N";"0.71";"13.07";"7.14";"2.58";"2.39";"2";"MOL";"0";"30";"8";"0";"0";"413.1475";"NEUTRAL";"C22H23NO7";"COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C"
"CHEMBL2105322";"RITIOMETAN";"RITIOMETAN";"Small molecule";"0";"286.35";"";"";"0.72";"111.90";"6";"3";"0";"9";"N";"0.53";"3.15";"None";"1.15";"-8.66";"0";"MOL";"0";"16";"6";"3";"0";"285.9640";"ACID";"C7H10O6S3";"O=C(O)CSC(SCC(=O)O)SCC(=O)O"
"CHEMBL1712170";"ETHYLMORPHINE";"ETHYLMORPHINE";"Small molecule";"0";"313.40";"5";"6";"1.89";"41.93";"4";"1";"0";"2";"N";"0.85";"13.78";"9.19";"1.70";"-0.09";"1";"MOL";"0";"23";"4";"1";"0";"313.1678";"BASE";"C19H23NO3";"CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314"
"CHEMBL516";"CYPROHEPTADINE";"CYPROHEPTADINE|Cyproheptadine";"Small molecule";"4";"287.41";"169";"887";"4.70";"3.24";"1";"0";"0";"0";"N";"0.58";"None";"8.05";"4.38";"3.65";"2";"MOL";"0";"22";"1";"0";"0";"287.1674";"NEUTRAL";"C21H21N";"CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1"
"CHEMBL3545181";"TIOTROPIUM BROMIDE";"BA 679 BR|BA-679 BR|BA-679-BR|BA-679BR|SPIRIVA RESPIMAT|Spiriva|TIOTROPIUM BROMIDE|TIOTROPIUM BROMIDE HYDRATE|TIOTROPIUM BROMIDE MONOHYDRATE";"Small molecule";"4";"490.44";"28";"123";"2.35";"59.06";"6";"1";"0";"4";"N";"0.49";"10.35";"None";"-1.76";"-1.75";"2";"MOL";"0";"26";"5";"1";"0";"392.0985";"NEUTRAL";"C19H24BrNO5S2";"C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21.O.[Br-]"
"CHEMBL2105002";"ISOAMINILE";"DIMYRIL|ISOAMINILE|ISOAMINILE CITRATE";"Small molecule";"4";"244.38";"2";"5";"3.44";"27.03";"2";"0";"0";"5";"N";"0.79";"None";"8.73";"3.63";"2.29";"1";"MOL";"0";"18";"2";"0";"0";"244.1939";"BASE";"C16H24N2";"CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C"
"CHEMBL2106471";"DOMIODOL";"DOMIODOL|M.G. 13608";"Small molecule";"0";"244.03";"";"";"0.16";"38.69";"3";"1";"0";"2";"Y";"0.55";"None";"None";"0.50";"0.50";"0";"MOL";"0";"9";"3";"1";"0";"243.9596";"NEUTRAL";"C5H9IO3";"OCC1COC(CI)O1"
"CHEMBL3707259";"ANTIMONY PENTASULFIDE";"ANTIMONY PENTASULFIDE";"Small molecule";"0";"419.98";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"417.7932";"None";"H16S5Sb2";""
"CHEMBL1201469";"GRAMICIDIN";"GRAMICIDIN|GRAMICIDINS|Gramoderm";"Small molecule";"4";"";"105";"264";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL70972";"SERATRODAST";"A-73001|AA-2414|ABBOTT-73001|ABT-001|SERATRODAST";"Small molecule";"0";"354.45";"15";"51";"4.61";"71.44";"3";"1";"0";"8";"N";"0.55";"4.30";"None";"5.37";"2.41";"1";"MOL";"0";"26";"4";"1";"0";"354.1831";"ACID";"C22H26O4";"CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"
"CHEMBL1200689";"NITRIC OXIDE";"GENOSYL|Inomax|NITRIC OXIDE|Nitric oxide|OHM-11771";"Small molecule";"4";"30.01";"3";"16";"-0.45";"39.37";"1";"0";"0";"0";"Y";"0.36";"None";"None";"-0.35";"-0.35";"0";"MOL";"0";"2";"2";"0";"0";"29.9980";"NEUTRAL";"NO";"[N]=O"
"CHEMBL1004";"DOXYLAMINE";"DOXYLAMINE|Decapryn|Doxy-Sleep-Aid|Doxylamine|Unisom";"Small molecule";"4";"270.38";"10";"11";"2.92";"25.36";"3";"0";"0";"6";"N";"0.81";"None";"8.87";"2.96";"1.48";"2";"MOL";"0";"20";"3";"0";"0";"270.1732";"BASE";"C17H22N2O";"CN(C)CCOC(C)(c1ccccc1)c1ccccn1"
"CHEMBL1161";"MOMETASONE FUROATE";"ASMANEX HFA|ASMANEX TWISTHALER|Asmanex|Elocon|LYR-210|LYR210|MOMETASONE|MOMETASONE FUROATE|MOMETASONE FUROATE MONOHYDRATE|Mometasone furoate monohydrate|NASONEX|Nasonex|SCH 32088|SCH-32088|SINUVA";"Small molecule";"4";"521.44";"24";"61";"4.87";"93.81";"6";"1";"1";"4";"N";"0.45";"13.78";"None";"5.06";"5.06";"1";"MOL";"0";"35";"6";"1";"1";"520.1419";"NEUTRAL";"C27H30Cl2O6";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl"
"CHEMBL1215";"PHENYLEPHRINE";"AB-101 (PHENYLEPHRINE)|Cyclomydril|Duo-Medihaler|J8.601K|PHENYLEPHRINE|Phenylephrine";"Small molecule";"4";"167.21";"44";"568";"0.65";"52.49";"3";"3";"0";"3";"Y";"0.62";"9.07";"9.69";"-0.07";"-1.35";"1";"MOL";"0";"12";"3";"3";"0";"167.0946";"BASE";"C9H13NO2";"CNC[C@H](O)c1cccc(O)c1"
"CHEMBL152408";"PIMETHIXENE";"BP 400|PIMETHIXENE|PIMETIXENE";"Small molecule";"0";"293.44";"13";"18";"4.68";"3.24";"2";"0";"0";"0";"N";"0.59";"None";"7.96";"4.23";"3.57";"2";"MOL";"0";"21";"1";"0";"0";"293.1238";"NEUTRAL";"C19H19NS";"CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1"
