"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1549";"HYDROCORTISONE CYPIONATE";"Cortef|HYDROCORTISONE CIPIONATE|HYDROCORTISONE CYCLOPENTYLPROPIONATE|HYDROCORTISONE CYPIONATE|Hydrocortisone Cypionate|NSC-10721";"Small molecule";"4";"486.65";"53";"54";"4.30";"100.90";"6";"2";"0";"6";"N";"0.54";"12.61";"None";"4.02";"4.02";"0";"MOL";"0";"35";"6";"2";"0";"486.2981";"NEUTRAL";"C29H42O6";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1"
"CHEMBL3989751";"NEOMYCIN";"NEOMYCIN";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL1497";"BETAMETHASONE VALERATE";"AUDAVATE|AUDAVATE RD|BETACAP|BETAMETH VAL IN COAL TAR|BETAMETHASONE 17-VALERATE|BETAMETHASONE VALERATE|BETESIL|BETNOVATE RD|BETNOVATE-C|BETNOVATE-N|BETTAMOUSSE|BEXTASOL|Beta-val|Betaderm|Betatrex|Dermabet|FUCIBET|Luxiq|Valisone|Valnac|XEMACORT";"Small molecule";"4";"476.59";"11";"46";"3.64";"100.90";"6";"2";"0";"6";"N";"0.57";"13.41";"None";"3.71";"3.71";"0";"MOL";"0";"34";"6";"2";"0";"476.2574";"NEUTRAL";"C27H37FO6";"CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL1200989";"ALCLOMETASONE DIPROPIONATE";"ALCLOMETASONE|ALCLOMETASONE 17,21-DIPROPIONATE|ALCLOMETASONE DIPROPIONATE|Aclovate|MODRASONE|SCH 22219|SCH-22219";"Small molecule";"4";"521.05";"2";"19";"3.94";"106.97";"7";"1";"1";"6";"N";"0.42";"None";"None";"3.97";"3.97";"0";"MOL";"0";"36";"7";"1";"1";"520.2228";"NEUTRAL";"C28H37ClO7";"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl"
"CHEMBL33720";"OXEDRINE";"OXEDRINE|Oxedrine|Synephrine";"Small molecule";"0";"167.21";"33";"60";"0.64";"52.49";"3";"3";"0";"3";"Y";"0.62";"9.76";"9.15";"-0.07";"-1.39";"1";"MOL";"0";"12";"3";"3";"0";"167.0946";"BASE";"C9H13NO2";"CNCC(O)c1ccc(O)cc1"
"CHEMBL14";"CARBACHOL";"CARBACHOL|CARBACHOLINE CHLORIDE|CARBAMOYLCHOLINE CHLORIDE|CARBASTAT|Carbachol|Carbacholine chloride|DORYL|MIOSTAT|NSC-32865";"Small molecule";"4";"182.65";"156";"1310";"-0.21";"52.32";"2";"1";"0";"3";"Y";"0.56";"None";"None";"-4.55";"-4.55";"0";"MOL";"0";"10";"4";"2";"0";"147.1128";"NEUTRAL";"C6H15ClN2O2";"C[N+](C)(C)CCOC(N)=O.[Cl-]"
"CHEMBL30044";"DIBROMPROPAMIDINE";"DIBROMPROPAMIDINE";"Small molecule";"0";"470.17";"5";"5";"3.63";"118.20";"4";"4";"0";"8";"N";"0.27";"None";"11.81";"2.90";"-1.92";"2";"MOL";"0";"25";"6";"6";"1";"467.9797";"BASE";"C17H18Br2N4O2";"N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1"
"CHEMBL1090";"VIDARABINE";"ARA-A|Arabinosyladenine|CI 673|CI-673|NSC-247519|NSC-404241|VIDARABINE|VIDARABINE MONOHYDRATE|Vira-A";"Small molecule";"4";"267.25";"72";"392";"-1.98";"139.54";"9";"4";"0";"2";"N";"0.49";"12.45";"3.94";"-2.09";"-2.09";"2";"MOL";"0";"19";"9";"5";"0";"267.0968";"NEUTRAL";"C10H13N5O4";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL1200604";"TROPICAMIDE";"MYDRIAFAIR|Mydriacyl|NODS|RO-1-7683|TROPICAMIDE|Tropicacyl";"Small molecule";"4";"284.36";"129";"310";"2.21";"53.43";"3";"1";"0";"6";"N";"0.88";"None";"5.02";"1.38";"1.38";"2";"MOL";"0";"21";"4";"1";"0";"284.1525";"NEUTRAL";"C17H20N2O2";"CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1"
"CHEMBL2021430";"DEXAMETHASONE SODIUM PHOSPHATE";"DEXACEN-4|DEXACORT|DEXAIR|DEXAMETHASONE|DEXAMETHASONE 21-PHOSPHATE DISODIUM SALT|DEXAMETHASONE SODIUM PHOSPHATE|DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE|Decadron|Hexadrol|Maxidex|TLC-399|TLC399";"Small molecule";"4";"516.41";"2";"4";"2.01";"141.36";"6";"4";"0";"4";"N";"0.46";"1.18";"None";"1.56";"-2.01";"0";"MOL";"0";"32";"8";"4";"0";"472.1662";"ACID";"C22H28FNa2O8P";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL499";"TIMOLOL";"BETIM|BLOCADREN|Betimol|Blocadren|GLAU-OPT|GLAUCOL|Istalol|NYOGEL|TIMOLOL|TIMOLOL HEMIHYDRATE|TIOPEX|Timoptic|Timoptic-XE";"Small molecule";"4";"316.43";"159";"1043";"0.50";"79.74";"8";"2";"0";"6";"N";"0.79";"None";"9.76";"1.34";"-0.97";"1";"MOL";"0";"21";"7";"2";"0";"316.1569";"BASE";"C13H24N4O3S";"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1"
"CHEMBL3989525";"AZIDAMFENICOL";"AZIDAMFENICOL|AZIDOAMPHENICOL";"Small molecule";"0";"295.25";"";"";"0.42";"161.46";"6";"3";"0";"7";"N";"0.22";"11.94";"None";"-0.40";"-0.51";"1";"MOL";"0";"21";"10";"3";"0";"295.0917";"NEUTRAL";"C11H13N5O5";"[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1"
"CHEMBL3707245";"OMIDENEPAG";"OMIDENEPAG|UR-7276";"Small molecule";"0";"478.53";"12";"18";"2.55";"130.31";"8";"2";"0";"10";"N";"0.36";"3.10";"5.67";"-0.26";"-1.58";"4";"MOL";"0";"34";"10";"2";"0";"478.1423";"ACID";"C23H22N6O4S";"O=C(O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1"
"CHEMBL9";"NORFLOXACIN";"Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|Noroxin|Quinabic|UTINOR";"Small molecule";"4";"319.34";"320";"4307";"1.27";"74.57";"5";"2";"0";"3";"N";"0.89";"5.58";"8.68";"-0.96";"-0.96";"2";"MOL";"0";"23";"6";"2";"0";"319.1332";"ZWITTERION";"C16H18FN3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21"
"CHEMBL2110674";"HYALURONATE";"HYALURONATE|HYALURONIC ACID";"Small molecule";"4";"381.33";"";"";"-4.13";"195.24";"10";"7";"1";"5";"N";"0.24";"3.41";"None";"-3.98";"-7.38";"0";"MOL";"0";"26";"12";"7";"2";"381.1271";"ACID";"C14H23NO11";"CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL1201216";"DAPIPRAZOLE";"DAPIPRAZOLE|Dapiprazole";"Small molecule";"4";"325.46";"107";"283";"2.29";"37.19";"5";"0";"0";"4";"N";"0.86";"None";"7.64";"2.42";"1.98";"2";"MOL";"0";"24";"5";"0";"0";"325.2266";"NEUTRAL";"C19H27N5";"Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1"
"CHEMBL844";"BRIMONIDINE";"AGN-190342 FREE BASE|BRIMONIDINE|Brimonidine|UK-14304|UK-1430418 FREE BASE";"Small molecule";"4";"292.14";"161";"460";"1.76";"62.20";"5";"2";"0";"1";"N";"0.84";"None";"8.32";"1.37";"0.42";"2";"MOL";"0";"17";"5";"2";"0";"291.0120";"NEUTRAL";"C11H10BrN5";"Brc1c(NC2=NCCN2)ccc2nccnc12"
"CHEMBL1106";"EPINASTINE";"EPINASTINE|Elestat|Epinastine|WAL-801";"Small molecule";"4";"249.32";"18";"45";"2.47";"41.62";"3";"1";"0";"0";"Y";"0.78";"None";"8.77";"3.07";"1.73";"2";"MOL";"0";"19";"3";"2";"0";"249.1266";"BASE";"C16H15N3";"NC1=NCC2c3ccccc3Cc3ccccc3N12"
"CHEMBL423";"BETAXOLOL";"ALO-140102 FREE BASE|BETAXOLOL|BETOPTIC|BETOPTIC SUSP|Betaxolol|Betoptic|Kerledex|Kerlone|SL-7521210 FREE BASE";"Small molecule";"4";"307.43";"24";"130";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"BASE";"C18H29NO3";"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1"
"CHEMBL1201747";"ALCAFTADINE";"ALCAFTADINE|LASTACAFT|R 89674|R-89674";"Small molecule";"4";"307.40";"2";"4";"2.78";"38.13";"4";"0";"0";"1";"N";"0.76";"None";"7.15";"2.17";"1.98";"2";"MOL";"0";"23";"4";"0";"0";"307.1685";"NEUTRAL";"C19H21N3O";"CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1"
"CHEMBL71595";"HYDROGEN PEROXIDE";"A-101|CRYSTACIDE|ESKATA|HIOXYL|HYDROGEN PEROXIDE|Hydrogen Peroxide|NSC-19892|OXYDOL|PEROXYL";"Small molecule";"4";"34.01";"34";"94";"0.02";"40.46";"2";"2";"0";"0";"Y";"0.29";"11.52";"None";"-0.45";"-0.45";"0";"MOL";"0";"2";"2";"2";"0";"34.0055";"NEUTRAL";"H2O2";"OO"
"CHEMBL1712170";"ETHYLMORPHINE";"ETHYLMORPHINE";"Small molecule";"0";"313.40";"5";"6";"1.89";"41.93";"4";"1";"0";"2";"N";"0.85";"13.78";"9.19";"1.70";"-0.09";"1";"MOL";"0";"23";"4";"1";"0";"313.1678";"BASE";"C19H23NO3";"CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314"
"CHEMBL1201341";"ECHOTHIOPHATE";"ECOTHIOPATE|Echothiophate";"Small molecule";"4";"256.33";"1";"14";"2.61";"35.53";"4";"0";"0";"8";"N";"0.49";"None";"None";"-3.05";"-3.05";"0";"MOL";"0";"15";"4";"0";"0";"256.1131";"None";"C9H23NO3PS+";"CCOP(=O)(OCC)SCC[N+](C)(C)C"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|Ciloxan|Cipro|Ciprobay|OTIPRIO|Velmonit";"Small molecule";"4";"331.35";"483";"17368";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O"
"CHEMBL1618018";"HOMATROPINE";"HOMATROPINE|Homatropine";"Small molecule";"4";"275.35";"5";"11";"1.89";"49.77";"4";"1";"0";"3";"N";"0.86";"11.99";"9.38";"1.59";"-0.38";"1";"MOL";"0";"20";"4";"1";"0";"275.1521";"BASE";"C16H21NO3";"CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2"
"CHEMBL2359093";"ROSE BENGAL SODIUM";"ROSE BENGAL SODIUM";"Small molecule";"4";"1017.64";"23";"83";"9.00";"87.74";"4";"2";"2";"2";"N";"0.09";"2.55";"1.89";"8.78";"3.69";"2";"MOL";"0";"33";"5";"2";"2";"971.4992";"ACID";"C20H2Cl4I4Na2O5";"O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]"
"CHEMBL134";"CLONIDINE";"CATAPRES-TTS-1|CATAPRES-TTS-2|CATAPRES-TTS-3|CLONIDINE|Catapres|Clorpres|Combipres|Duraclon|NEXICLON XR|ST-155-BS|ST-155BS";"Small molecule";"4";"230.10";"191";"1284";"2.17";"36.42";"1";"2";"0";"1";"Y";"0.78";"None";"9.34";"2.04";"0.73";"1";"MOL";"0";"14";"3";"2";"0";"229.0174";"BASE";"C9H9Cl2N3";"Clc1cccc(Cl)c1N=C1NCCN1"
"CHEMBL4297067";"FLUORESCEIN";"CI 45350:1|FLUORESCEIN|Fluorescite|NSC-667256";"Small molecule";"4";"332.31";"1";"1";"2.84";"72.83";"5";"1";"0";"0";"N";"0.75";"1.77";"None";"2.77";"0.60";"2";"MOL";"0";"25";"5";"1";"0";"332.0685";"ACID";"C20H12O5";"O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21"
"CHEMBL23013";"PROPAMIDINE";"M&B 782 [AS ISETHIONATE]|PROPAMIDINE";"Small molecule";"3";"312.37";"16";"31";"2.10";"118.20";"4";"4";"0";"8";"N";"0.34";"None";"12.13";"1.36";"-3.46";"2";"MOL";"0";"23";"6";"6";"1";"312.1586";"BASE";"C17H20N4O2";"N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1"
"CHEMBL1215";"PHENYLEPHRINE";"AB-101 (PHENYLEPHRINE)|Cyclomydril|Duo-Medihaler|J8.601K|PHENYLEPHRINE|Phenylephrine";"Small molecule";"4";"167.21";"44";"568";"0.65";"52.49";"3";"3";"0";"3";"Y";"0.62";"9.07";"9.69";"-0.07";"-1.35";"1";"MOL";"0";"12";"3";"3";"0";"167.0946";"BASE";"C9H13NO2";"CNC[C@H](O)c1cccc(O)c1"
"CHEMBL31";"GATIFLOXACIN";"AM-1155|BMS-206584-01|BMS-20658401|GATIFLOXACIN|GATIFLOXACIN HYDRATE|GATIFLOXACIN SESQUIHYDRATE|PD-135432|Tequin|ZYMAXID|Zymar";"Small molecule";"4";"375.40";"295";"2464";"1.98";"83.80";"6";"2";"0";"4";"N";"0.85";"5.49";"8.73";"-0.61";"-0.61";"2";"MOL";"0";"27";"7";"2";"0";"375.1594";"ZWITTERION";"C19H22FN3O4";"COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL2364612";"LATANOPROSTENE BUNOD";"BOL-303259-X|LATANOPROSTENE BUNOD|Latanoprostene bunod|NCX 116|NCX-116|PF-3187207|VYZULTA|Vesneo";"Small molecule";"4";"507.62";"";"";"3.77";"139.36";"8";"3";"1";"18";"N";"0.09";"None";"None";"3.79";"3.79";"1";"MOL";"0";"36";"9";"3";"1";"507.2832";"NEUTRAL";"C27H41NO8";"O=C(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1)OCCCCO[N+](=O)[O-]"
"CHEMBL1572";"NETILMICIN";"NETILMICIN|Netilmicin";"Small molecule";"4";"475.59";"152";"1362";"-3.20";"199.73";"12";"8";"2";"8";"N";"0.18";"12.55";"9.80";"-3.53";"-10.64";"0";"MOL";"0";"33";"12";"11";"2";"475.3006";"BASE";"C21H41N5O7";"CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"CHEMBL153984";"BEFUNOLOL";"BEFUNOLOL|BEFUNOLOL HYDROCHLORIDE";"Small molecule";"0";"291.35";"3";"6";"2.37";"71.70";"5";"2";"0";"7";"N";"0.77";"13.92";"9.57";"1.23";"-0.90";"2";"MOL";"0";"21";"5";"2";"0";"291.1471";"BASE";"C16H21NO4";"CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1"
"CHEMBL367463";"PRANOPROFEN";"PRANOPROFEN";"Small molecule";"0";"255.27";"15";"23";"2.97";"59.42";"3";"1";"0";"2";"Y";"0.76";"3.63";"2.24";"2.94";"-0.20";"2";"MOL";"0";"19";"4";"1";"0";"255.0895";"ACID";"C15H13NO3";"CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2"
"CHEMBL3039597";"GENTAMICIN";"GENTAMICIN|SCH-9724|Uromycine";"Small molecule";"4";"1390.73";"276";"6001";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1389.9018";"None";"C60H123N15O21";"CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O"
"CHEMBL4594250";"NETARSUDIL";"AR-11324 FREE BASE|AR-13324|NETARSUDIL";"Small molecule";"4";"453.54";"";"";"4.89";"94.31";"5";"2";"0";"7";"N";"0.39";"13.49";"8.69";"4.73";"3.42";"4";"MOL";"0";"34";"6";"3";"0";"453.2052";"BASE";"C28H27N3O3";"Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1"
"CHEMBL1109";"SULFAPHENAZOLE";"ORISULF|SULFAFENAZOL|SULFAPHENAZOLE|SULPHAPHENAZOLE|Sulfabid|Sulfafenazol|Sulfaphenazole";"Small molecule";"4";"314.37";"146";"829";"2.26";"90.01";"5";"2";"0";"4";"N";"0.72";"6.82";"2.44";"1.81";"1.28";"3";"MOL";"0";"22";"6";"3";"0";"314.0837";"NEUTRAL";"C15H14N4O2S";"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1"
"CHEMBL1506";"CHLORAMPHENICOL PALMITATE";"CHLORAMPHENICOL PALMITATE|Chloramphenicol Palmitate|Chlorolifarina|Chloromycetin Palmitate|Chloropal";"Small molecule";"4";"561.55";"4";"7";"6.94";"118.77";"6";"2";"2";"21";"N";"0.06";"9.07";"None";"7.80";"7.79";"1";"MOL";"0";"37";"8";"2";"2";"560.2420";"NEUTRAL";"C27H42Cl2N2O6";"CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1"
"CHEMBL182";"GANCICLOVIR";"BW 759U|BW-759U|CYMEVENE|Cymevene|Cytovene|GANCICLOVIR|GANZYK-RTU|RS-21592|VALGANCICLOVIR HYDROCHLORIDE IMPURITY A|VIRGAN|Vitrasert|ZIRGAN";"Small molecule";"4";"255.23";"236";"2292";"-1.56";"139.54";"9";"4";"0";"5";"N";"0.50";"11.58";"1.01";"-1.19";"-1.19";"2";"MOL";"0";"18";"9";"5";"0";"255.0968";"NEUTRAL";"C9H13N5O4";"Nc1nc(O)c2ncn(COC(CO)CO)c2n1"
"CHEMBL986";"RETINOL";"AROVIT|Aquasol A|NEPALM|NSC-122759|OLEOVITAMIN A|RETINOL|RETINOL (VIT A)|RETINOL ACETATE|RETINOL PALMITATE|RO-A-VIT|Retinol|VITAMIN A|VITAMIN A OIL|Vitamin A|Vitamin A 1|Vitamin a solubilized";"Small molecule";"4";"286.46";"108";"1631";"5.51";"20.23";"1";"1";"1";"5";"N";"0.66";"None";"None";"4.69";"4.69";"0";"MOL";"0";"21";"1";"1";"1";"286.2297";"NEUTRAL";"C20H30O";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1"
"CHEMBL1200979";"DEXPANTHENOL";"(+)-PANTHENOL|D-PANTHENOL|D-PANTOTHENYL ALCOHOL|D-Panthenol 50|DEXPANTHENOL|Ilopan|Motilyn|PANTOTHENOL";"Small molecule";"4";"205.25";"4";"6";"-1.14";"89.79";"4";"4";"0";"6";"N";"0.41";"12.69";"None";"-1.70";"-1.70";"0";"MOL";"0";"14";"5";"4";"0";"205.1314";"NEUTRAL";"C9H19NO4";"CC(C)(CO)[C@@H](O)C(=O)NCCCO"
