"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1200907";"TRILOSTANE";"MODRENAL|Modrastane|TRILOSTANE|WIN 24,540|WIN-24540";"Small molecule";"4";"329.44";"7";"9";"3.47";"76.78";"4";"2";"0";"0";"N";"0.67";"5.23";"None";"2.30";"0.15";"0";"MOL";"0";"24";"4";"2";"0";"329.1991";"ACID";"C20H27NO3";"C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O"
"CHEMBL650";"METHYLPREDNISOLONE";"J3.872E|MEDRONE|METHYLPREDNISOLONE|Medrol|Methylprednisolone|NSC-19987|U-67,590A";"Small molecule";"4";"374.48";"214";"505";"1.80";"94.83";"5";"3";"0";"2";"N";"0.69";"12.59";"None";"1.56";"1.56";"0";"MOL";"0";"27";"5";"3";"0";"374.2093";"NEUTRAL";"C22H30O5";"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12"
"CHEMBL2021430";"DEXAMETHASONE SODIUM PHOSPHATE";"DEXACEN-4|DEXACORT|DEXAIR|DEXAMETHASONE|DEXAMETHASONE 21-PHOSPHATE DISODIUM SALT|DEXAMETHASONE SODIUM PHOSPHATE|DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE|Decadron|Hexadrol|Maxidex|TLC-399|TLC399";"Small molecule";"4";"516.41";"2";"4";"2.01";"141.36";"6";"4";"0";"4";"N";"0.46";"1.18";"None";"1.56";"-2.01";"0";"MOL";"0";"32";"8";"4";"0";"472.1662";"ACID";"C22H28FNa2O8P";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL1518";"PROPYLTHIOURACIL";"NSC-6498|NSC-70461|PROPYLTHIOURACIL|Propacil|Propylthiouracil|Prothyran|Thyreostat";"Small molecule";"4";"170.24";"150";"1992";"1.38";"48.65";"2";"2";"0";"2";"Y";"0.66";"8.09";"None";"1.20";"1.12";"1";"MOL";"0";"11";"3";"2";"0";"170.0514";"NEUTRAL";"C7H10N2OS";"CCCc1cc(=O)[nH]c(=S)[nH]1"
"CHEMBL2105842";"CORTIVAZOL";"ALTIM|CORTIVAZOL|NSC-80998";"Small molecule";"4";"530.67";"";"";"4.30";"101.65";"7";"2";"1";"4";"N";"0.57";"12.47";"1.56";"3.63";"3.63";"2";"MOL";"0";"39";"7";"2";"1";"530.2781";"NEUTRAL";"C32H38N2O5";"CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL1201891";"DEFLAZACORT";"CALCORT|DEFLAZACORT|EMFLAZA|MDL 458|MDL-458|MDL458|ZAMENE";"Small molecule";"4";"441.52";"21";"34";"2.56";"102.26";"7";"1";"0";"3";"N";"0.68";"None";"0.48";"1.80";"1.80";"0";"MOL";"0";"32";"7";"1";"0";"441.2151";"NEUTRAL";"C25H31NO6";"CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C"
"CHEMBL635";"PREDNISONE";"CORTAN|CORTANCYL|DECORTISYL|Delta-dome|Deltasone|FERNISONE|LIQUID PRED|LODOTRA|Meticorten|NSC-10023|Orasone|PARACORT|PREDNICEN-M|PREDNISONE|PREDNISONE INTENSOL|PREDNISONE TABLETS|Prednisone|RAYOS|SERVISONE|Sterapred";"Small molecule";"4";"358.43";"208";"842";"1.77";"91.67";"5";"2";"0";"2";"N";"0.78";"12.58";"None";"1.66";"1.66";"0";"MOL";"0";"26";"5";"2";"0";"358.1780";"NEUTRAL";"C21H26O5";"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"
"CHEMBL3707290";"SOMAPACITAN";"NN-8640|NN8640|NNC-0195-0092|NNC0195-0092|SOMAPACITAN|SOMAPACITAN-BECO|Sogroya";"Small molecule";"4";"1308.59";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1307.6465";"None";"C55H97N13O19S2";"C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O"
"CHEMBL632";"BETAMETHASONE";"ALPHATREX|BETA-VAL|BETAMETHASONE|BETNELAN|Betasolan|Betatrex|Celestone|Dermabet|FLUBENISOLONE|Lotrisone|NSC-39470|SCH 4831|SCH-4831|Taclonex|Uticort|VISUBETA";"Small molecule";"4";"392.47";"150";"816";"1.90";"94.83";"5";"3";"0";"2";"N";"0.67";"12.42";"None";"1.68";"1.68";"0";"MOL";"0";"28";"5";"3";"0";"392.1999";"NEUTRAL";"C22H29FO5";"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"
"CHEMBL1650";"CORTISONE ACETATE";"CORTATE|CORTELAN|CORTISONE|CORTISONE 21-ACETATE|CORTISONE ACETATE|CORTISTAB|CORTISYL|Cortisone Acetate|Cortone|NSC-49420";"Small molecule";"4";"402.49";"128";"302";"2.56";"97.74";"6";"1";"0";"3";"N";"0.73";"12.60";"None";"2.10";"2.10";"0";"MOL";"0";"29";"6";"1";"0";"402.2042";"NEUTRAL";"C23H30O6";"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C"
"CHEMBL1201119";"LIOTHYRONINE SODIUM";"CYNOMEL|Cytomel|LIOTHYRONINE SODIUM|LIOTHYRONINE SODIUM SALT|NSC-80774|T3 (LIOTRIX)|TERTROXIN|THYBON|TRIIODOTHYRONINE|TRIIODOTHYRONINE SODIUM, LEVO|TRIIODOTHYRONINE,EVANS|TRIOSTAT";"Small molecule";"4";"672.96";"28";"38";"3.95";"92.78";"4";"3";"1";"5";"N";"0.43";"0.30";"9.48";"2.80";"2.76";"2";"MOL";"0";"23";"5";"4";"1";"650.7901";"ZWITTERION";"C15H11I3NNaO4";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]"
"CHEMBL1200384";"BETAMETHASONE DIPROPIONATE";"Alphatrex|BETAMETHASONE 17,21-DIPROPIONATE|BETAMETHASONE DIPROPIONATE|DIPROLENE AF|Diprolene|Diprosone|SCH 11460|SCH-11460|SERNIVO";"Small molecule";"4";"504.60";"13";"56";"3.82";"106.97";"7";"1";"1";"6";"N";"0.55";"13.61";"None";"3.96";"3.96";"0";"MOL";"0";"36";"7";"1";"1";"504.2523";"NEUTRAL";"C28H37FO7";"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL1200696";"POTASSIUM PERCHLORATE";"PEROIDIN|PERTIROID|POTASSIUM PERCHLORATE|Perchloracap|Potassium perchlorate";"Small molecule";"4";"138.55";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"137.9122";"None";"ClKO4";"[K+].[O-][Cl+3]([O-])([O-])[O-]"
"CHEMBL1201284";"CINACALCET";"AMG 073|AMG-073|AMG073|CINACALCET|KRN-1493|KRN1493|Sensipar";"Small molecule";"4";"357.42";"20";"46";"6.14";"12.03";"1";"1";"1";"6";"N";"0.52";"None";"10.01";"6.27";"3.75";"3";"MOL";"0";"26";"1";"1";"1";"357.1704";"BASE";"C22H22F3N";"C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12"
"CHEMBL157101";"KETOCONAZOLE";"DAKTARIN GOLD|DAKTARIN INTENSIV|DANDRAZOL|DANDRID|EXTINA|J02AB02|KETOCONAZOLE|KETOPINE|Ketosidin|Ketozole|NIZORAL A-D|NIZORAL ANTI-DANDRUFF|NIZORELLE|NSC-317629|Nizoral|Panfungol|R 41,400|R-41400|Xolegel";"Small molecule";"4";"531.44";"472";"5757";"4.21";"69.06";"7";"0";"1";"7";"N";"0.46";"None";"6.42";"4.19";"4.16";"3";"MOL";"0";"36";"8";"0";"1";"530.1488";"NEUTRAL";"C26H28Cl2N4O4";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1"
"CHEMBL2105359";"PREDNYLIDENE";"METHYLENPREDNISOLONE|PREDNYLIDENE";"Small molecule";"2";"372.46";"";"";"1.72";"94.83";"5";"3";"0";"2";"N";"0.64";"12.12";"None";"1.37";"1.37";"0";"MOL";"0";"27";"5";"3";"0";"372.1937";"NEUTRAL";"C22H28O5";"C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"
"CHEMBL1091";"HYDROCORTISONE ACETATE";"BARQUINOL HC|CHLOROMYCETIN HYDROCORT|COLIFOAM|CORTIFOAM|CORTUCID|Cortef Acetate|Cortril|DRICORT|EPIFOAM|FRAMYCORT|FUCIDIN H|GENTICIN HC|GENTISONE HC|GPPE EAR SUSP|GPPE EYE CRM|GPPE FOAM AERO|HC45 HYDROCORT|HEMSOL-HC|HEPACORT PLUS|HYDROCAL|HYDROCORTISONE 21-ACETATE|HYDROCORTISONE ACETATE|Hydrocortisone Acetate|Hydrocortone|LANACORT|MICORT-HC|NEO-CORTEF|NSC-741|ORABASE HCA";"Small molecule";"4";"404.50";"36";"64";"2.35";"100.90";"6";"2";"0";"3";"N";"0.70";"12.61";"None";"1.72";"1.72";"0";"MOL";"0";"29";"6";"2";"0";"404.2199";"NEUTRAL";"C23H32O6";"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL1208155";"ELAGOLIX";"ELAGOLIX|Elagolix|NBI-56418";"Small molecule";"4";"631.60";"2";"3";"5.54";"102.56";"7";"2";"2";"12";"N";"0.16";"3.86";"9.04";"3.14";"3.14";"4";"MOL";"0";"45";"8";"2";"2";"631.2106";"ZWITTERION";"C32H30F5N3O5";"COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F"
"CHEMBL1200538";"BETAMETHASONE ACETATE";"BETAMETHASONE 21-ACETATE|BETAMETHASONE ACETATE";"Small molecule";"4";"434.50";"5";"25";"2.47";"100.90";"6";"2";"0";"3";"N";"0.66";"12.44";"None";"2.12";"2.12";"0";"MOL";"0";"31";"6";"2";"0";"434.2105";"NEUTRAL";"C24H31FO6";"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL1200762";"BETAMETHASONE SODIUM PHOSPHATE";"BETAM-OPHTAL|BETAMETHASONE 21-PHOSPHATE DISODIUM SALT|BETAMETHASONE SODIUM PHOSPHATE|BETNESOL|BETNESOL-N|Celestone|NSC-90616|VISTAMETHASONE|VISTAMETHASONE N";"Small molecule";"4";"516.41";"";"";"2.01";"141.36";"6";"4";"0";"4";"N";"0.46";"1.18";"None";"1.56";"-2.01";"0";"MOL";"0";"32";"8";"4";"0";"472.1662";"ACID";"C22H28FNa2O8P";"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL1200810";"DOXERCALCIFEROL";"DOXERCALCIFEROL|GZ427397|Hectorol|TSA-840";"Small molecule";"4";"412.66";"4";"10";"6.61";"40.46";"2";"2";"1";"5";"N";"0.50";"None";"None";"5.75";"5.75";"0";"MOL";"0";"30";"2";"2";"1";"412.3341";"NEUTRAL";"C28H44O2";"C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O"
"CHEMBL251634";"FLUOCORTOLONE";"FICOID 2|FICOID 2-PLUS|FLUOCORTOLONE|SH 742|ULTRADIL|ULTRALANUM|ULTRAPROCT";"Small molecule";"4";"376.47";"2";"4";"2.64";"74.60";"4";"2";"0";"2";"N";"0.78";"13.84";"None";"1.97";"1.97";"0";"MOL";"0";"27";"4";"2";"0";"376.2050";"NEUTRAL";"C22H29FO4";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO"
"CHEMBL389621";"HYDROCORTISONE";"ACETASOL HC|ACTICORT|AEROSEB-HC|ALA-CORT|ALA-SCALP|ALKINDI SPRINKLE|ALPHADERM|ANFLAM|ANUGESIC HC|ANUSOL HC|ANUSOL PLUS HC|ANUSOL SOOTHING RELIEF|Anucort-HC|Anusol-HC|BALNEOL-HC|BETA-HC|CALMURID HC|CANESTEN HC|CETACORT|CIPRO HC|COBADEX|COLOCORT|CORLAN|CORT-DOME|CORTENEM|CORTENEMA|CORTISOL|Cor-Oticin|Cortef|Cortifoam|Cortril|DAKTACORT|DAKTACORT HYDROCORT|DERMA CARE HYDROCORT|DERMACORT|DERMASPRAY DEMANG|DIODERM|DOME-CORT|ECONACORT|EFCORTELAN P|ELDECORT|EPICORT|EURAX-HC|EURAX-HYDROCORT|EVACORT|EXE-CORT|FLEXICORT|GERMOLOIDS HC|GLYCORT|GREGODERM|H-CORT|HC #1|HC #4|HC (HYDROCORTISONE)|HI-COR|HYDRO-RX|HYDROCORT IN CALAMINE OILY|HYDROCORT IN CETOMACROGOL FOR A|HYDROCORT IN WTE SOFT PARAF|HYDROCORTISONE|HYDROCORTISONE IN ABSORBASE|HYDRODERM|HYDRODERM HC|Hydrocortisone|Hydrocortone|Hytone|JUNGLE FOR|Locoid|MEDICORT|MILDISON LIPOCREAM|Micort-HC|NOGENIC HC|NSC-10483|NUTRACORT|NYBADEX|NYSTAFORM-HC|Neo-Cortef|OTOSEPTIL|OTOSPORIN|Ophthocort|PENECORT|PERINAL|PLENADREN|PROCTOCORT|PROCTOCREAM HC|PROCTOFOAM HC|PROCTOSEDYL|QUINOCORT|SENTIAL HC|STIE-CORT|SYNACORT|TERRA-CORTRIL NYSTATIN|TEXACORT|TIMOCORT|TIMODINE|TOPISONE|TRI-CICATRIN|Terra-Cortril|U-Cort|UNIROID|UNIROID HC|XYLOPROCT|ZENOXONE";"Small molecule";"4";"362.47";"244";"1345";"1.78";"94.83";"5";"3";"0";"2";"N";"0.70";"12.59";"None";"1.28";"1.28";"0";"MOL";"0";"26";"5";"3";"0";"362.2093";"NEUTRAL";"C21H30O5";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"
"CHEMBL1200617";"RIMEXOLONE";"ORG 6216|ORG-6216|RIMEXOLONE|Vexol";"Small molecule";"4";"370.53";"14";"57";"4.50";"54.37";"3";"1";"0";"2";"N";"0.78";"None";"None";"4.38";"4.38";"0";"MOL";"0";"27";"3";"1";"0";"370.2508";"NEUTRAL";"C24H34O3";"CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL3544909";"CALCIFEDIOL";"CALCIDIOL|CALCIFEDIOL|CTAP101|Calderol|DIDROGYL|RAYALDEE|U-32,070E|U-32070E";"Small molecule";"4";"418.66";"3";"5";"6.73";"40.46";"2";"2";"1";"6";"N";"0.52";"None";"None";"5.65";"5.65";"0";"MOL";"0";"29";"2";"2";"1";"400.3341";"NEUTRAL";"C27H46O3";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O.O"
"CHEMBL1451";"TRIAMCINOLONE";"Aristocort|Aristocort A|DELPHICORT|FLUOXIPREDNISOLONE|Kenacort|Kenalog|NSC-13397|TRIAMCINOLONE|Triamcinolone|VOLON";"Small molecule";"4";"394.44";"218";"444";"0.62";"115.06";"6";"4";"0";"2";"N";"0.55";"11.75";"None";"0.24";"0.24";"0";"MOL";"0";"28";"6";"4";"0";"394.1792";"NEUTRAL";"C21H27FO6";"C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO"
"CHEMBL1200968";"HYDROCORTISONE SODIUM PHOSPHATE";"EFCORTESOL|HYDROCORTISONE SODIUM PHOSPHATE|Hydrocortone";"Small molecule";"4";"486.41";"1";"1";"1.90";"141.36";"6";"4";"0";"4";"N";"0.48";"1.18";"None";"1.15";"-2.42";"0";"MOL";"0";"30";"8";"4";"0";"442.1757";"ACID";"C21H29Na2O8P";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL1200495";"HYDROCORTISONE SODIUM SUCCINATE";"A-hydrocort|HCSS|HYDROCORTISONE 21-SODIUM SUCCINATE|HYDROCORTISONE SODIUM SUCCINATE|NSC-9152|SOLU-CORTEF|Solu-cortef";"Small molecule";"4";"484.52";"15";"30";"2.20";"138.20";"7";"3";"0";"6";"N";"0.51";"3.66";"None";"1.54";"-1.78";"0";"MOL";"0";"33";"8";"3";"0";"462.2254";"ACID";"C25H33NaO8";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+]"
"CHEMBL1491306";"BENZYLTHIOURACIL";"BASDENE|BENZYLTHIOURACIL";"Small molecule";"4";"218.28";"7";"25";"2.06";"46.01";"4";"2";"0";"2";"N";"0.60";"9.31";"None";"3.08";"3.07";"2";"MOL";"0";"15";"3";"1";"0";"218.0514";"NEUTRAL";"C11H10N2OS";"Oc1cc(Cc2ccccc2)nc(S)n1"
"CHEMBL1330588";"METHYLTHIOURACIL";"METHYLTHIOURACIL";"Small molecule";"0";"142.18";"22";"28";"0.74";"48.65";"2";"2";"0";"0";"Y";"0.52";"8.09";"None";"0.24";"0.16";"1";"MOL";"0";"9";"3";"2";"0";"142.0201";"NEUTRAL";"C5H6N2OS";"Cc1cc(=O)[nH]c(=S)[nH]1"
"CHEMBL3099695";"OSILODROSTAT";"LCI-699-NX|LCI699-NX|OSILODROSTAT";"Small molecule";"4";"227.24";"17";"81";"2.43";"41.61";"3";"0";"0";"1";"Y";"0.75";"None";"6.85";"2.11";"2.03";"2";"MOL";"0";"17";"3";"0";"0";"227.0859";"NEUTRAL";"C13H10FN3";"N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1"
"CHEMBL2103741";"LEVOTHYROXINE SODIUM";"ELTROXIN|EUTHYROX|EVOTROX|L-THYROXINE HENNING|LEVOLET|LEVOTHYROXINE SODIUM|LEVOTHYROXINE SODIUM HYDRATE|Levo-t|Levothroid|Levothyroid|Levoxine|Levoxyl|NOVOTHYROX|NSC-259940|Soloxine|Synthroid|T4|T4 (LIOTRIX)|THYQUIDITY|THYRO-TABS|THYROXINE|THYROXINE SODIUM SALT|TIROSINT|TIROSINT-SOL|Thyrol L|Thyroxine|Unithroid";"Small molecule";"4";"816.87";"";"";"4.56";"92.78";"4";"3";"1";"5";"N";"0.39";"0.27";"9.43";"3.73";"3.44";"2";"MOL";"0";"24";"5";"4";"1";"776.6867";"ZWITTERION";"C15H12I4NNaO5";"N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+]"
