"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1418176";"METHANDROSTENOLONE";"DIANABOL|METANDIENONE|METHANDIENONE|METHANDROSTENOLONE";"Small molecule";"4";"300.44";"8";"52";"4.05";"37.30";"2";"1";"0";"0";"N";"0.73";"None";"None";"3.64";"3.64";"0";"MOL";"0";"22";"2";"1";"0";"300.2089";"NEUTRAL";"C20H28O2";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"
"CHEMBL11978";"NICOTINYL METHYLAMIDE";"NICOTINYL METHYLAMIDE|Nicotinyl Methylamide";"Small molecule";"0";"136.15";"18";"40";"0.44";"41.99";"2";"1";"0";"1";"Y";"0.61";"13.75";"3.62";"-0.17";"-0.17";"1";"MOL";"0";"10";"3";"1";"0";"136.0637";"NEUTRAL";"C7H8N2O";"CNC(=O)c1cccnc1"
"CHEMBL2106975";"POTASSIUM BICARBONATE";"POT EFF|POTASSIUM BICARBONATE|POTASSIUM HYDROGENCARBONATE";"Small molecule";"4";"100.11";"6";"28";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"99.9563";"None";"CHKO3";"O=C([O-])O.[K+]"
"CHEMBL178862";"ANETHOLTRITHION";"ANETHOLE TRITHIONE|ANETHOLTRITHION|Anethole Trithione|Anetholtrithion";"Small molecule";"0";"240.37";"19";"51";"4.21";"9.23";"4";"0";"0";"2";"N";"0.57";"None";"None";"3.29";"3.29";"2";"MOL";"0";"14";"1";"0";"0";"239.9737";"NEUTRAL";"C10H8OS3";"COc1ccc(-c2cc(=S)ss2)cc1"
"CHEMBL3833322";"ALMASILATE";"ALMASILATE|MALINAL";"Small molecule";"4";"400.62";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9773";"None";"H2Al2MgO13Si4";"O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3].[Mg+2]"
"CHEMBL3989640";"MAGNESIUM GLUCONATE";"Almora|MAGNESIUM GLUCONATE";"Small molecule";"4";"450.63";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"414.0860";"None";"C12H26MgO16";"O.O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2]"
"CHEMBL338802";"SULFAGUANIDINE";"GPPE SUSP FTE|GUANIMYCIN|SULFAGUANIDINE|SULPHAGUANIDINE";"Small molecule";"4";"214.25";"26";"56";"-0.77";"124.56";"3";"3";"0";"2";"N";"0.34";"None";"5.09";"-0.92";"-0.92";"1";"MOL";"0";"14";"6";"6";"1";"214.0524";"NEUTRAL";"C7H10N4O2S";"NC(N)=NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL3707281";"MAGNESIUM LACTATE";"MAG-TAB SR|MAGNESIUM LACTATE";"Small molecule";"4";"202.44";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"202.0328";"None";"C6H10MgO6";"CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2]"
"CHEMBL1189679";"PALONOSETRON";"Aurothioglucose|PALONOSETRON";"Small molecule";"4";"296.41";"16";"75";"2.66";"23.55";"2";"0";"0";"1";"Y";"0.80";"None";"7.97";"2.55";"1.87";"1";"MOL";"0";"22";"3";"0";"0";"296.1889";"NEUTRAL";"C19H24N2O";"O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2"
"CHEMBL1201186";"BISMUTH SUBCITRATE POTASSIUM";"1001277|BISMUTH SUBCITRATE|BISMUTH SUBCITRATE POTASSIUM";"Small molecule";"4";"704.47";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"703.8786";"None";"C12H10BiK3O14";""
"CHEMBL1187724";"METHYLATROPINE";"METHYLATROPINE";"Small molecule";"4";"304.41";"5";"6";"2.08";"46.53";"3";"1";"0";"4";"N";"0.68";"None";"None";"-2.59";"-2.59";"1";"MOL";"0";"22";"4";"1";"0";"304.1907";"NEUTRAL";"C18H26NO3+";"C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2"
"CHEMBL1797128";"METHYLMETHIONINE SULFONIUM CHLORIDE";"METHIOSULFONIUM CHLORIDE|METHYLMETHIONINE SULFONIUM CHLORIDE|Vitamin U";"Small molecule";"0";"199.70";"1";"1";"-0.33";"63.32";"2";"2";"0";"4";"N";"0.56";"2.24";"9.41";"-3.33";"-3.49";"0";"MOL";"0";"10";"3";"3";"0";"164.0740";"ZWITTERION";"C6H14ClNO2S";"C[S+](C)CC[C@H](N)C(=O)O.[Cl-]"
"CHEMBL3707204";"(2-BENZHYDRYLOXYETHYL)DIETHYL-METHYLAMMONIUM IODIDE";"(2-BENZHYDRYLOXYETHYL)DIETHYL-METHYLAMMONIUM IODIDE";"Small molecule";"0";"425.35";"";"";"4.28";"9.23";"1";"0";"0";"8";"N";"0.66";"None";"None";"0.20";"0.20";"2";"MOL";"0";"22";"2";"0";"0";"298.2165";"NEUTRAL";"C20H28INO";"CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1.[I-]"
"CHEMBL1060";"SODIUM PHOSPHATE";"E-339(II)|FEMA NO. 2398|INS NO.339(II)|INS-339(II)|NEUTRAL SOD PHOS|SODIUM PHOSPHATE|SODIUM PHOSPHATE DIBASIC|SODIUM PHOSPHATE, DIBASIC ANHYDROUS|SODIUM PHOSPHATE, DIBASIC, ANHYDROUS";"Small molecule";"4";"141.96";"12";"24";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"141.9408";"None";"HNa2O4P";"O=P([O-])([O-])O.[Na+].[Na+]"
"CHEMBL1042";"CHOLECALCIFEROL";"7-DEHYDROCHOLESTEROL, ACTIVATED|ACCRETE D3|ACIFEROL D3|ADCAL-D3|AK R215 COMPONENT COLECALCIFEROL|AK-R215 COMPONENT COLECALCIFEROL|AVITICOL|BIO-VITAMIN D3|BIOLIFE VITAMIN D3|CACIT D3|CALCEOS|CALCI-D|CALCICHEW D3|CALCICHEW D3 FTE|CALCICHEW D3 ONCE DAILY|CALDRINK D3|CALFOVIT D3|CHOLECALCIFEROL|COLECAL D3|COLECALCIFEROL|COLEKAL-D3|COLEVIT D3|CUBICOLE D3|Cholecalciferol|Colecalciferol|D-MAX|D-TRACETTEN|D-VIT3|D3 LEMON MELTS|D3-50|DEKRISTOL|DESUNIN|DLUX 400|Dihydrocholesterol|E-D3|EVACAL D3|FULTIUM DAILY D3|FULTIUM-D3|HUX D3|INVITA D3|ISO D3|KORA LIQUID|NATECAL D3|NATURE'S REMEDY VITAMIN D3|NEO-D|NPHD3|NSC-375571|OSTEOCAPS D3|PLENACHOL|PRO D3|PRO D3 FOLIC|PRO D3 FORTE|ROYALVIT D3|STEXEROL-D3|STIVIT-D3|SUNVIT-D3 1,000|SUNVIT-D3 10,000|SUNVIT-D3 2,000|SUNVIT-D3 20,000|SUNVIT-D3 3,000|SUNVIT-D3 400|SUNVIT-D3 5,000|SUNVIT-D3 50,000|SUNVIT-D3 800|SYNERVIT-D3|THEICAL D-3|THORENS|VIGANTOL|VIGANTOLETTEN|VIGANTOLETTEN 500|VIT D3 STREULI|VITA-D3|VITAMIN D|VITAMIN D ASSAY SYSTEM SUITABILITY|VITAMIN D3|Vitamin D 3|ZYMAD";"Small molecule";"4";"384.65";"158";"782";"7.62";"20.23";"1";"1";"1";"6";"N";"0.50";"None";"None";"7.13";"7.13";"0";"MOL";"0";"28";"1";"1";"1";"384.3392";"NEUTRAL";"C27H44O";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C"
"CHEMBL1528";"SODIUM FLUORIDE";"DENTIPLUS|DURAPHAT|EN-DE-KAY|FLUOR RET|FLUOR-A-DAY|FLUORIGARD|FLUORIGARD DAILY|FLUORIGARD WEEKLY|Fluorinse|Minute-Gel|NAFRIL RET|NSC-77385|Neutra Care|OSSIN|OSTEOFLUOR|POINT-TWO|Pediaflor|SODIUM FLUORIDE|Sodium Fluoride|ZYMAFLUOR";"Small molecule";"4";"41.99";"13";"79";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"41.9882";"None";"FNa";"[F-].[Na+]"
"CHEMBL841";"LOPERAMIDE";"Imodium|LOPERAMIDE|Loperamide";"Small molecule";"4";"477.05";"182";"1053";"5.09";"43.78";"3";"1";"1";"7";"N";"0.52";"13.96";"9.41";"4.77";"2.77";"3";"MOL";"0";"34";"4";"1";"1";"476.2231";"BASE";"C29H33ClN2O2";"CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL3707335";"ALUMINIUM ACETOACETATE";"ALUMINIUM ACETOACETATE";"Small molecule";"0";"330.23";"";"";"0.05";"54.37";"2";"1";"0";"2";"Y";"0.50";"4.02";"None";"0.00";"-3.15";"0";"MOL";"0";"7";"3";"1";"0";"102.0317";"ACID";"C12H15AlO9";"CC(=O)CC(=O)[O-].CC(=O)CC(=O)[O-].CC(=O)CC(=O)[O-].[Al+3]"
"CHEMBL2079587";"STANOZOLOL";"STANOZOLOL|STROMBA|Tevabolin|WIN 14833|WIN-14833|Winstrol|Winstrol Depot";"Small molecule";"4";"328.50";"117";"709";"4.12";"48.91";"2";"2";"0";"0";"N";"0.75";"None";"3.36";"3.81";"3.81";"1";"MOL";"0";"24";"3";"2";"0";"328.2515";"NEUTRAL";"C21H32N2O";"C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"
"CHEMBL3707202";"DIHYDROXIALUMINI SODIUM CARBONATE";"DIHYDROXIALUMINI SODIUM CARBONATE";"Small molecule";"0";"143.99";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"121.9796";"None";"CH2AlNaO5";"O=C([O-])O[Al](O)O.[Na+]"
"CHEMBL1524273";"PHTHALYLSULFATHIAZOLE";"PHTHALYLSULFATHIAZOLE|PHTHALYLSULFHATHIAZOLE|PHTHALYLSULPHATHIAZOLE|SULFAPHTALYLTHIAZOL|THALAZOLE";"Small molecule";"4";"403.44";"16";"46";"2.89";"125.46";"6";"3";"0";"6";"N";"0.58";"2.91";"0.59";"2.55";"-1.48";"3";"MOL";"0";"27";"8";"3";"0";"403.0297";"ACID";"C17H13N3O5S2";"O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1"
"CHEMBL1180725";"PROPANTHELINE";"PROPANTHELINE|Propantheline";"Small molecule";"4";"368.50";"20";"70";"4.73";"35.53";"3";"0";"0";"6";"N";"0.55";"None";"None";"0.36";"0.36";"2";"MOL";"0";"27";"4";"0";"0";"368.2220";"NEUTRAL";"C23H30NO3+";"CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C"
"CHEMBL25";"ASPIRIN";"8-HOUR BAYER|ACETYLSALIC ACID|ACETYLSALICYLIC ACID|ALKA RAPID|ANADIN ALL NIGHT|ANGETTES 75|ASPIRIN|ASPRO CLR|Acetosalic Acid|Acetylsalicylic Acid|Aspirin|BAY1019036|BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN|DANAMEP|DISPRIN CV|DISPRIN DIRECT|DURLAZA|ENPRIN|Ecotrin|Equi-Prin|GENCARDIA|LEVIUS|MAX STRGH ASPRO CLR|MEASURIN|MICROPIRIN EC|NSC-27223|NSC-406186|NU-SEALS 300|NU-SEALS 600|NU-SEALS 75|NU-SEALS CARDIO 75|PAYNOCIL|PLATET|PLATET 300|POSTMI 300|POSTMI 75|Salicylic Acid Acetate|VAZALORE";"Small molecule";"4";"180.16";"299";"3798";"1.31";"63.60";"3";"1";"0";"2";"N";"0.55";"3.41";"None";"1.24";"-2.16";"1";"MOL";"0";"13";"4";"1";"0";"180.0423";"ACID";"C9H8O4";"CC(=O)Oc1ccccc1C(=O)O"
"CHEMBL1201134";"LUBIPROSTONE";"Amitiza|LUBIPROSTONE|RU-0211";"Small molecule";"4";"390.47";"3";"5";"4.31";"83.83";"4";"2";"0";"11";"N";"0.51";"4.30";"None";"4.56";"1.60";"0";"MOL";"0";"27";"5";"2";"0";"390.2218";"ACID";"C20H32F2O5";"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1"
"CHEMBL1201346";"BALSALAZIDE";"BALSALAZIDE|Balsalazide";"Small molecule";"4";"357.32";"111";"589";"2.71";"148.65";"6";"4";"0";"7";"N";"0.56";"3.06";"None";"3.17";"-3.62";"2";"MOL";"0";"26";"9";"4";"0";"357.0961";"ACID";"C17H15N3O6";"O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1"
"CHEMBL3707384";"TIDIACIC ARGININE";"TIDIACIC ARGININE";"Small molecule";"0";"351.39";"";"";"-0.81";"86.63";"4";"3";"0";"2";"N";"0.51";"1.95";"7.01";"-2.83";"-6.65";"0";"MOL";"0";"11";"5";"3";"0";"177.0096";"ACID";"C11H21N5O6S";"N=C(N)NCCC[C@H](N)C(=O)O.O=C(O)C1CSC(C(=O)O)N1"
"CHEMBL3833390";"ALMAGATE";"ALMAGATE|LAS 3876";"Small molecule";"0";"314.98";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9898";"None";"CH11AlMg3O12";"O.O.O=C([O-])[O-].O[Al](O)O.[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-]"
"CHEMBL1255943";"GLUTAMIC ACID HYDROCHLORIDE";"GLUTAMIC ACID HYDROCHLORIDE|L-GLUTAMIC ACID HYDROCHLORIDE|L-Glutamic Acid Hydrochloride|MURIPSIN|NSC-9239";"Small molecule";"4";"183.59";"8";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"183.0298";"None";"C5H10ClNO4";"Cl.N[C@@H](CCC(=O)O)C(=O)O"
"CHEMBL1200585";"OXYMETHOLONE";"ANADROL-50|ANAPOLON 50|Anadrol|CI-406|HMD|OXIMETHOLONE|OXYMETHOLONE";"Small molecule";"4";"332.48";"140";"651";"4.40";"57.53";"3";"2";"0";"0";"N";"0.51";"8.87";"None";"3.55";"3.54";"0";"MOL";"0";"24";"3";"2";"0";"332.2351";"NEUTRAL";"C21H32O3";"C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"
"CHEMBL1697739";"CYCLOBUTYROL";"CYCLOBUTYROL";"Small molecule";"0";"186.25";"1";"3";"1.79";"57.53";"2";"2";"0";"3";"Y";"0.71";"4.71";"None";"1.91";"-0.72";"0";"MOL";"0";"13";"3";"2";"0";"186.1256";"ACID";"C10H18O3";"CCC(C(=O)O)C1(O)CCCCC1"
"CHEMBL1201294";"DIPHENOXYLATE";"DIPHENOXYLATE|Diphenoxylate";"Small molecule";"4";"452.60";"9";"12";"5.48";"53.33";"4";"0";"1";"8";"N";"0.42";"None";"8.50";"5.88";"4.76";"3";"MOL";"0";"34";"4";"0";"1";"452.2464";"NEUTRAL";"C30H32N2O2";"CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1"
"CHEMBL3833350";"MAGALDRATE";"AY-5710|DYNESE|MAGALDRATE|MONALIUM HYDRATE|Riopan";"Small molecule";"4";"1115.32";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"1093.7465";"None";"H33Al5Mg10O40S2";"O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]"
"CHEMBL2106999";"QUINBOLONE";"QUINBOLONE";"Small molecule";"0";"352.52";"";"";"5.75";"26.30";"2";"0";"1";"2";"N";"0.63";"None";"None";"5.03";"5.03";"0";"MOL";"0";"26";"2";"0";"1";"352.2402";"NEUTRAL";"C24H32O2";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC3=CCCC3)CC[C@@H]12"
"CHEMBL1201321";"DIFENOXIN";"DIFENOXIN|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403";"Small molecule";"4";"424.54";"";"";"5.00";"64.33";"3";"1";"1";"7";"N";"0.58";"3.38";"9.41";"2.65";"2.65";"3";"MOL";"0";"32";"4";"1";"1";"424.2151";"ZWITTERION";"C28H28N2O2";"N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL2106516";"CALCIUM LEVULINATE";"CALCIUM LAEVULATE|CALCIUM LEVULATE|CALCIUM LEVULINATE";"Small molecule";"0";"288.31";"";"";"0.44";"54.37";"2";"1";"0";"3";"Y";"0.58";"4.32";"None";"-0.07";"-3.02";"0";"MOL";"0";"8";"3";"1";"0";"116.0473";"ACID";"C10H16CaO7";"CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.[Ca+2]"
"CHEMBL3833310";"ALGELDRATE";"ALGELDRATE|W 4600";"Small molecule";"0";"96.02";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9898";"None";"H5AlO4";"O.O[Al](O)O"
"CHEMBL3707447";"CALCIUM PANGAMATE";"CALCIUM PANGAMATE";"Small molecule";"0";"600.58";"";"";"-3.38";"147.76";"8";"5";"0";"8";"N";"0.29";"2.98";"6.58";"-5.77";"-6.35";"0";"MOL";"0";"19";"9";"5";"0";"281.1111";"ACID";"C20H36CaN2O16";"CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2]"
"CHEMBL2104594";"CALCIUM GLUBIONATE";"CALC-SANDOZ|CALCIUM GLUBIONATE|Neo-Calglucon";"Small molecule";"4";"610.53";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"592.1164";"None";"C18H34CaO20";"O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2]"
"CHEMBL2105114";"LOPERAMIDE OXIDE";"LOPERAMIDE OXIDE|R58425";"Small molecule";"0";"493.05";"";"";"5.10";"63.60";"3";"1";"1";"7";"N";"0.37";"13.66";"4.01";"3.65";"3.65";"3";"MOL";"0";"35";"5";"1";"1";"492.2180";"NEUTRAL";"C29H33ClN2O3";"CN(C)C(=O)C(CC[N+]1([O-])CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL2106880";"METHENOLONE ACETATE";"METENOLONE|METENOLONE ACETATE|METHENOLONE ACETATE|SH 567|SO 16496";"Small molecule";"0";"344.50";"2";"19";"4.70";"43.37";"3";"0";"0";"1";"N";"0.65";"None";"None";"4.09";"4.09";"0";"MOL";"0";"25";"3";"0";"0";"344.2351";"NEUTRAL";"C22H32O3";"CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C"
"CHEMBL1231821";"HYDROCHLORIC ACID";"E507|HYDROCHLORIC ACID";"Small molecule";"0";"36.46";"15";"59";"0.42";"0.00";"0";"0";"0";"0";"Y";"0.37";"-7.00";"None";"0.61";"0.83";"0";"MOL";"0";"1";"0";"0";"0";"35.9767";"ACID";"HCl";"Cl"
"CHEMBL2104514";"ARGININE GLUTAMATE";"ARGININE GLUTAMATE|L-ARGININE L-GLUTAMATE HYDRATE|Modumate|NSC-122009";"Small molecule";"3";"321.33";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"321.1648";"None";"C11H23N5O6";"N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O"
"CHEMBL3707255";"EPOMEDIOL";"EPOMEDIOL";"Small molecule";"0";"186.25";"2";"3";"0.69";"49.69";"3";"2";"0";"0";"Y";"0.58";"13.61";"None";"0.20";"0.20";"0";"MOL";"0";"13";"3";"2";"0";"186.1256";"NEUTRAL";"C10H18O3";"CC1(C)OC2(C)C(O)CC1CC2O"
"CHEMBL3833351";"HYDROTALCITE";"ALTACITE|HYDROTALCITE";"Small molecule";"4";"603.97";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"529.9019";"None";"CH24Al2Mg6O23";"O.O.O.O.O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]"
