"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL375492";"AMITHIOZONE";"AMITHIOZONE|NSC-3550|SQ-2321|TB I-698|THIACETAZONE|THIOACETAZONE";"Small molecule";"2";"236.30";"17";"49";"0.81";"79.51";"3";"3";"0";"3";"N";"0.41";"11.71";"2.49";"0.90";"0.90";"1";"MOL";"0";"16";"5";"4";"0";"236.0732";"NEUTRAL";"C10H12N4OS";"CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1"
"CHEMBL529";"AZITHROMYCIN";"AZITHROMYCIN|AZITHROMYCIN DIHYDRATE|AZITHROMYCIN HYDRATE|AZYTER|Azasite|CLAMELLE|CP 62993|CP-62,993|CP-62993|Sumamed|Sunamed|XZ 405|XZ 450|XZ-450|ZMax|Zithromax";"Small molecule";"4";"749.00";"247";"3384";"1.90";"180.08";"14";"5";"2";"7";"N";"0.24";"12.43";"9.57";"2.44";"-1.23";"0";"MOL";"0";"52";"14";"5";"2";"748.5085";"BASE";"C38H72N2O12";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL1200359";"SULFAMETER";"AHR-857|Bayrena|SULFAMETER|SULFAMETIN|SULFAMETOXYDIAZINE|SULPHAMETHOXYDIAZINE|Sulfametin|Sulfametoxydiazine|Sulla|Sulphamethoxydiazine|Ultrax";"Small molecule";"4";"280.31";"18";"48";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"7.06";"1.98";"0.23";"-0.18";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"NEUTRAL";"C11H12N4O3S";"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1"
"CHEMBL2110602";"CEPHACETRILE";"CEFACETRILE";"Small molecule";"0";"339.33";"10";"28";"-0.80";"136.80";"7";"2";"0";"5";"N";"0.49";"3.11";"None";"-1.78";"-5.25";"0";"MOL";"0";"23";"9";"2";"0";"339.0525";"ACID";"C13H13N3O6S";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1"
"CHEMBL91";"MICONAZOLE";"Conofite|DUMICOAT|Dermazole|LORAMYC|MICONAZOLE|Micatin|Miconazole|Monistat|Monistat-3|Monistat-Derm|NSC-170986|ORAVIG|Vusion";"Small molecule";"4";"416.14";"339";"2473";"6.45";"27.05";"3";"0";"1";"6";"N";"0.46";"None";"6.48";"5.96";"5.92";"3";"MOL";"0";"25";"3";"0";"1";"413.9860";"NEUTRAL";"C18H14Cl4N2O";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"
"CHEMBL584";"NELFINAVIR";"NELFINAVIR|Nelfinavir|Viracept";"Small molecule";"4";"567.80";"157";"908";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"NEUTRAL";"C32H45N3O4S";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL2105953";"CEFTERAM";"CEFTERAM|CEFTERAM PIVOXIL";"Small molecule";"0";"479.50";"";"";"-1.19";"190.81";"13";"3";"1";"7";"N";"0.25";"2.72";"3.42";"-1.41";"-4.09";"2";"MOL";"0";"32";"14";"4";"1";"479.0794";"ACID";"C16H17N9O5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1"
"CHEMBL583";"GREPAFLOXACIN";"GREPAFLOXACIN|Grepafloxacin|Raxar";"Small molecule";"4";"359.40";"139";"383";"2.28";"74.57";"5";"2";"0";"3";"N";"0.88";"5.68";"8.77";"0.08";"0.08";"2";"MOL";"0";"26";"6";"2";"0";"359.1645";"ZWITTERION";"C19H22FN3O3";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1"
"CHEMBL31634";"BRIVUDINE";"BRIVUDINE|BVDU|Bromovinyldeoxyuridine|NSC-633770|RP-101|RP101";"Small molecule";"2";"333.14";"80";"1361";"-0.46";"104.55";"6";"3";"0";"3";"N";"0.69";"9.74";"None";"-0.50";"-0.50";"1";"MOL";"0";"19";"7";"3";"0";"332.0008";"NEUTRAL";"C11H13BrN2O5";"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br"
"CHEMBL1614658";"CARUMONAM";"CARUMONAM";"Small molecule";"0";"466.41";"7";"96";"-2.88";"253.90";"12";"5";"1";"9";"N";"0.11";"-2.09";"3.90";"-4.94";"-8.09";"1";"MOL";"0";"30";"16";"7";"2";"466.0213";"ACID";"C12H14N6O10S2";"NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O"
"CHEMBL3989751";"NEOMYCIN";"NEOMYCIN";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL21";"SULFANILAMIDE";"SULFANILAMIDE|Sulfanilamide";"Small molecule";"4";"172.21";"183";"1278";"-0.08";"86.18";"3";"2";"0";"1";"N";"0.58";"10.99";"2.27";"-0.25";"-0.25";"1";"MOL";"0";"11";"4";"4";"0";"172.0306";"NEUTRAL";"C6H8N2O2S";"Nc1ccc(S(N)(=O)=O)cc1"
"CHEMBL2107553";"TERIZIDONE";"TERIZIDONE";"Small molecule";"2";"302.29";"";"";"-0.62";"101.38";"6";"2";"0";"4";"N";"0.72";"3.54";"2.75";"-0.34";"-1.84";"1";"MOL";"0";"22";"8";"2";"0";"302.1015";"ACID";"C14H14N4O4";"O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1"
"CHEMBL4297592";"AMENAMEVIR";"AMENAMEVIR|ASP-2151|ASP2151";"Small molecule";"3";"482.56";"1";"1";"3.15";"122.47";"7";"1";"0";"6";"N";"0.57";"12.19";"None";"2.61";"2.61";"3";"MOL";"0";"34";"9";"1";"0";"482.1624";"NEUTRAL";"C24H26N4O5S";"Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1"
"CHEMBL1201204";"CEFPIRAMIDE";"CEFPIRAMIDE|WY-44,635|WY-44635";"Small molecule";"4";"612.65";"16";"58";"0.33";"212.76";"13";"5";"2";"9";"N";"0.16";"3.19";"3.85";"0.15";"-2.91";"3";"MOL";"0";"42";"15";"5";"2";"612.1209";"ACID";"C25H24N8O7S2";"Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1"
"CHEMBL404";"TAZOBACTAM";"CL 298,741|CL-298741|TAZOBACTAM|Tazobactam|YTR-830H";"Small molecule";"4";"300.30";"164";"876";"-1.52";"122.46";"7";"1";"0";"3";"N";"0.67";"2.86";"0.75";"-1.40";"-4.89";"1";"MOL";"0";"20";"9";"1";"0";"300.0528";"ACID";"C10H12N4O5S";"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL1237046";"ROLITETRACYCLINE";"ROLITETRACYCLINE|SO 15,659|Syntetrin";"Small molecule";"0";"527.57";"14";"47";"0.47";"170.87";"10";"6";"2";"4";"N";"0.30";"2.91";"8.18";"-2.81";"-2.93";"1";"MOL";"0";"38";"11";"6";"3";"527.2268";"ACID";"C27H33N3O8";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL44354";"CEFTAZIDIME";"CEFTAZIDIME|CEFTAZIDIME HYDRATE|CEFTAZIDIME PENTAHYDRATE|CEPTAZ|Ceftazidime (arginine formulation)|Ceptaz|Fortam|Fortaz|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|PENTACEF|Pentacef|Tazicef|Tazidime";"Small molecule";"4";"546.59";"207";"5080";"-1.30";"191.22";"11";"3";"2";"9";"N";"0.15";"2.51";"3.94";"-4.16";"-6.94";"2";"MOL";"0";"37";"13";"4";"2";"546.0991";"ACID";"C22H22N6O7S2";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O"
"CHEMBL1435";"CEFAZOLIN";"CEFAZOLIN|CEPHAZOLIN|Cefazolin|J01DB04|SK&F-41558";"Small molecule";"4";"454.52";"81";"630";"-0.64";"156.09";"12";"2";"1";"7";"N";"0.41";"2.84";"0.26";"-1.52";"-5.01";"2";"MOL";"0";"29";"12";"2";"1";"454.0300";"ACID";"C14H14N8O4S3";"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1"
"CHEMBL1090";"VIDARABINE";"ARA-A|Arabinosyladenine|CI 673|CI-673|NSC-247519|NSC-404241|VIDARABINE|VIDARABINE MONOHYDRATE|Vira-A";"Small molecule";"4";"267.25";"72";"392";"-1.98";"139.54";"9";"4";"0";"2";"N";"0.49";"12.45";"3.94";"-2.09";"-2.09";"2";"MOL";"0";"19";"9";"5";"0";"267.0968";"NEUTRAL";"C10H13N5O4";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL141";"LAMIVUDINE";"BCH 189, (-)-|EPIVIR-HBV|Epivir|GR 109714X|GR-109714X|LAMIVUDINE|ZEFFIX";"Small molecule";"4";"229.26";"188";"2070";"-0.59";"90.37";"7";"2";"0";"2";"N";"0.70";"None";"None";"-1.10";"-1.10";"1";"MOL";"0";"15";"6";"3";"0";"229.0521";"NEUTRAL";"C8H11N3O3S";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1"
"CHEMBL1232510";"SOLITHROMYCIN";"CEM 101|CEM-101|OP 1068|OP-1068|SOLITHROMYCIN";"Small molecule";"3";"845.02";"8";"20";"4.60";"197.87";"15";"2";"2";"11";"N";"0.14";"12.83";"7.68";"5.76";"5.30";"2";"MOL";"0";"60";"16";"3";"2";"844.4746";"NEUTRAL";"C43H65FN6O10";"CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C"
"CHEMBL1672";"CEFPODOXIME";"CEFPODOXIME|Cefpodoxime|ORELOX|ORELOX PAED";"Small molecule";"4";"427.46";"16";"166";"-0.54";"156.44";"10";"3";"0";"7";"N";"0.30";"2.75";"3.61";"-1.27";"-3.99";"1";"MOL";"0";"28";"11";"4";"1";"427.0620";"ACID";"C15H17N5O6S2";"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1"
"CHEMBL1463";"FLUCYTOSINE";"ALCOBON|ANCOTIL|Ancoban|Ancobon|FLUCYTOSINE|Flourocytosine|Fluorocytosine|NSC-103805|RO 2-9915|RO-2-9915|RO-29915";"Small molecule";"4";"129.09";"271";"1296";"-0.51";"71.77";"3";"2";"0";"0";"N";"0.50";"8.16";"None";"-0.95";"-1.01";"1";"MOL";"0";"9";"4";"3";"0";"129.0338";"NEUTRAL";"C4H4FN3O";"Nc1[nH]c(=O)ncc1F"
"CHEMBL530";"AMDINOCILLIN";"AMDINOCILLIN|Coactin|FL 1060|FL-1060|MECILLINAM|RO 10-9070|RO-10-9070|SELEXIDIN";"Small molecule";"4";"325.43";"19";"49";"1.41";"73.21";"4";"1";"0";"3";"N";"0.48";"3.30";"7.92";"-0.55";"-0.66";"0";"MOL";"0";"22";"6";"1";"0";"325.1460";"ACID";"C15H23N3O3S";"CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL556262";"FAROPENEM";"FAROPENEM";"Small molecule";"3";"285.32";"25";"171";"0.37";"87.07";"5";"2";"0";"3";"N";"0.73";"3.97";"None";"-0.75";"-3.93";"0";"MOL";"0";"19";"6";"2";"0";"285.0671";"ACID";"C12H15NO5S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12"
"CHEMBL9";"NORFLOXACIN";"Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|Noroxin|Quinabic|UTINOR";"Small molecule";"4";"319.34";"320";"4307";"1.27";"74.57";"5";"2";"0";"3";"N";"0.89";"5.58";"8.68";"-0.96";"-0.96";"2";"MOL";"0";"23";"6";"2";"0";"319.1332";"ZWITTERION";"C16H18FN3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21"
"CHEMBL1359";"ERTAPENEM";"ERTAPENEM|Ertapenem|Invanz";"Small molecule";"4";"475.52";"128";"1751";"0.94";"156.27";"7";"5";"0";"7";"N";"0.36";"3.22";"9.03";"-3.23";"-6.07";"1";"MOL";"0";"33";"10";"5";"0";"475.1413";"ZWITTERION";"C22H25N3O7S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12"
"CHEMBL996";"CEFOXITIN";"CEFOXITIN|Cefoxitin|Cenomycin|J01DC01|Mefoxin|Mefoxitin";"Small molecule";"4";"427.46";"155";"1925";"0.10";"148.26";"8";"3";"0";"7";"N";"0.41";"3.39";"None";"0.29";"-3.12";"1";"MOL";"0";"28";"10";"4";"0";"427.0508";"ACID";"C16H17N3O7S2";"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21"
"CHEMBL3989974";"CEFIDEROCOL";"CEFIDEROCOL|GSK2696266|S-649266";"Small molecule";"4";"752.23";"6";"20";"-0.18";"256.90";"14";"6";"3";"13";"N";"0.05";"2.69";"3.98";"-2.93";"-5.66";"2";"MOL";"0";"50";"17";"7";"3";"751.1497";"ACID";"C30H34ClN7O10S2";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O"
"CHEMBL593";"DELAVIRDINE";"DELAVIRDINE|Delavirdine|U-90152";"Small molecule";"4";"456.57";"49";"632";"2.72";"110.43";"6";"3";"0";"6";"N";"0.53";"9.39";"6.82";"1.02";"0.92";"3";"MOL";"0";"32";"9";"3";"0";"456.1944";"NEUTRAL";"C22H28N6O3S";"CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1"
"CHEMBL15413";"FLOMOXEF";"FLOMOXEF|FLOMOXEF SODIUM";"Small molecule";"3";"496.47";"16";"82";"-1.29";"169.00";"12";"3";"1";"11";"N";"0.19";"3.08";"None";"-0.11";"-3.57";"1";"MOL";"0";"32";"13";"3";"1";"496.0646";"ACID";"C15H18F2N6O7S2";"CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21"
"CHEMBL422648";"PRULIFLOXACIN";"NM-441|NM441|PRULIFLOXACIN";"Small molecule";"3";"461.47";"12";"40";"2.64";"109.13";"9";"1";"0";"4";"N";"0.63";"5.82";"4.88";"2.55";"1.24";"3";"MOL";"0";"32";"9";"1";"0";"461.1057";"ACID";"C21H20FN3O6S";"Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1"
"CHEMBL409153";"ISAVUCONAZOLE";"BAL-4815|CRESEMBA|ISAVUCONAZOLE";"Small molecule";"4";"437.48";"39";"390";"4.24";"87.62";"7";"1";"0";"6";"N";"0.49";"12.59";"2.32";"4.14";"4.14";"4";"MOL";"0";"31";"6";"1";"0";"437.1122";"NEUTRAL";"C22H17F2N5OS";"C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F"
"CHEMBL582912";"CEFCAPENE";"CEFCAPENE";"Small molecule";"0";"453.50";"3";"5";"0.35";"177.94";"9";"4";"0";"7";"N";"0.33";"2.94";"4.10";"-1.06";"-3.35";"1";"MOL";"0";"30";"11";"6";"2";"453.0777";"ACID";"C17H19N5O6S2";"CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1"
"CHEMBL1441";"ETHIONAMIDE";"1314 TH|1314-TH|BAYER 5312|ETHIONAMIDE|NSC-255115|TRECATOR-SC|Trecator";"Small molecule";"4";"166.25";"56";"1755";"1.28";"38.91";"2";"1";"0";"2";"Y";"0.67";"11.89";"5.00";"1.33";"1.33";"1";"MOL";"0";"11";"2";"2";"0";"166.0565";"NEUTRAL";"C8H10N2S";"CCc1cc(C(N)=S)ccn1"
"CHEMBL2364608";"DORAVIRINE";"DORAVIRINE|MK-1439|PIFELTRO";"Small molecule";"4";"425.75";"11";"37";"2.65";"105.70";"7";"1";"0";"4";"N";"0.69";"9.66";"None";"2.23";"2.23";"3";"MOL";"0";"29";"8";"1";"0";"425.0503";"NEUTRAL";"C17H11ClF3N5O3";"Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|Ciloxan|Cipro|Ciprobay|OTIPRIO|Velmonit";"Small molecule";"4";"331.35";"483";"17368";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O"
"CHEMBL1908336";"MIDECAMYCIN";"MIDECAMYCIN|MIDECAMYCIN ACETATE";"Small molecule";"0";"813.98";"7";"24";"2.62";"206.05";"16";"3";"2";"12";"N";"0.15";"12.71";"7.90";"2.84";"2.23";"0";"MOL";"0";"57";"16";"3";"2";"813.4511";"NEUTRAL";"C41H67NO15";"CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC"
"CHEMBL1214";"CARBENICILLIN";"CARBENICILLIN|Carbenicillin|Geocillin|Geopen|Pyopen";"Small molecule";"4";"378.41";"45";"349";"0.49";"124.01";"5";"3";"0";"5";"N";"0.50";"3.11";"None";"0.82";"-5.91";"1";"MOL";"0";"26";"8";"3";"0";"378.0886";"ACID";"C17H18N2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1525826";"SULFALENE";"AS-18908|KELFIZINE W|Kelfizina|LONGUM|NSC-110433|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETOPYRAZINE";"Small molecule";"4";"280.31";"15";"27";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"5.91";"1.98";"0.23";"-0.62";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"ACID";"C11H12N4O3S";"COc1nccnc1NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL1095284";"CEFATRIZINE";"BL-S640|CEFATRIZINE";"Small molecule";"0";"462.51";"8";"22";"0.04";"174.53";"9";"5";"0";"7";"N";"0.28";"2.92";"7.22";"-2.19";"-2.56";"2";"MOL";"0";"31";"11";"6";"2";"462.0780";"ACID";"C18H18N6O5S2";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1"
"CHEMBL1323";"DARUNAVIR";"DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4";"547.67";"29";"630";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1"
