"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL41632";"TIRATRICOL";"LEVOTHYROXINE SODIUM IMPURITY, TRIIODOTHYROACETIC ACID, OR T3-ACETIC ACID-|T3-ACETIC ACID|TIRATRICOL|TRIAC|TRIIODOTHYROACETIC ACID";"Small molecule";"2";"621.93";"41";"92";"4.63";"66.76";"3";"2";"1";"4";"N";"0.49";"2.31";"None";"5.59";"2.05";"2";"MOL";"0";"21";"4";"2";"1";"621.7635";"ACID";"C14H9I3O4";"O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1"
"CHEMBL1183605";"CETRIMONIUM";"CETRIMONIUM";"Small molecule";"0";"284.55";"1";"1";"6.17";"0.00";"0";"0";"1";"15";"N";"0.25";"None";"None";"2.69";"2.69";"0";"MOL";"0";"20";"1";"0";"1";"284.3312";"None";"C19H42N+";"CCCCCCCCCCCCCCCC[N+](C)(C)C"
"CHEMBL224325";"CHLORQUINALDOL";"CHLORQUINALDOL|CLORQUINALDOL|STEROXIN";"Small molecule";"4";"228.08";"33";"67";"3.56";"33.12";"2";"1";"0";"0";"N";"0.75";"6.99";"4.00";"3.17";"2.60";"2";"MOL";"0";"14";"2";"1";"0";"226.9905";"NEUTRAL";"C10H7Cl2NO";"Cc1ccc2c(Cl)cc(Cl)c(O)c2n1"
"CHEMBL2105485";"TOLCICLATE";"K 9147|TOLCICLATE";"Small molecule";"0";"323.46";"1";"6";"5.16";"12.47";"2";"0";"1";"2";"N";"0.71";"None";"0.08";"5.87";"5.87";"2";"MOL";"0";"23";"2";"0";"1";"323.1344";"NEUTRAL";"C20H21NOS";"Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1"
"CHEMBL1184360";"DIAMTHAZOLE";"DIAMTHAZOLE|DIMAZOLE";"Small molecule";"4";"293.44";"3";"4";"3.08";"28.60";"5";"0";"0";"7";"N";"0.78";"None";"9.28";"3.48";"1.60";"2";"MOL";"0";"20";"4";"0";"0";"293.1562";"BASE";"C15H23N3OS";"CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1"
"CHEMBL3707367";"2-(4-CHLORPHENOXY)-ETHANOL";"2-(4-CHLORPHENOXY)-ETHANOL";"Small molecule";"0";"172.61";"";"";"1.71";"29.46";"2";"1";"0";"3";"Y";"0.75";"None";"None";"1.73";"1.73";"1";"MOL";"0";"11";"2";"1";"0";"172.0291";"NEUTRAL";"C8H9ClO2";"OCCOc1ccc(Cl)cc1"
"CHEMBL1200732";"AMCINONIDE";"AMCINONIDE|CL 34699|CL-34699|Cyclocort";"Small molecule";"4";"502.58";"21";"67";"3.52";"99.13";"7";"1";"1";"3";"N";"0.59";"13.61";"None";"3.20";"3.20";"0";"MOL";"0";"36";"7";"1";"1";"502.2367";"NEUTRAL";"C28H35FO7";"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C"
"CHEMBL2106937";"POLICRESULEN";"POLICRESULEN";"Small molecule";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL1221";"SULCONAZOLE";"Exelderm|SULCONAZOLE|Sulconazole";"Small molecule";"4";"397.76";"122";"699";"6.52";"17.82";"3";"0";"1";"6";"N";"0.47";"None";"6.51";"6.06";"6.02";"3";"MOL";"0";"24";"2";"0";"1";"396.0022";"NEUTRAL";"C18H15Cl3N2S";"Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1"
"CHEMBL3707368";"DECAMETHOXINE";"DECAMETHOXINE";"Small molecule";"0";"693.93";"";"";"8.27";"52.60";"4";"0";"2";"19";"N";"0.08";"None";"None";"0.74";"0.74";"0";"MOL";"0";"44";"6";"0";"2";"622.5638";"None";"C38H74Cl2N2O4";"CC1CCC(C(C)C)C(OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)OC2CC(C)CCC2C(C)C)C1.[Cl-].[Cl-]"
"CHEMBL3833305";"POTASSIUM PERMANGANATE";"EN-POTAB|NSC-146182|PERMITABS|POTASSIUM PERMANGANATE";"Small molecule";"4";"158.03";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"157.8814";"None";"KMnO4";""
"CHEMBL3707388";"MERCURY, METALLIC";"MERCURY, METALLIC";"Small molecule";"0";"200.59";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"201.9706";"None";"Hg";""
"CHEMBL3707231";"FLUCLOROLONE";"FLUCLOROLONE";"Small molecule";"0";"447.33";"";"";"2.08";"94.83";"5";"3";"0";"2";"N";"0.56";"11.76";"None";"1.72";"1.72";"0";"MOL";"0";"29";"5";"3";"0";"446.1063";"NEUTRAL";"C21H25Cl2FO5";"C[C@]12C[C@H](Cl)[C@@]3(Cl)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO"
"CHEMBL224987";"DIDECYLDIMETHYLAMMONIUM CHLORIDE";"DIDECYLDIMETHYLAMMONIUM CHLORIDE|Didecyldimethylammonium Chloride";"Small molecule";"0";"362.09";"11";"23";"7.34";"0.00";"0";"0";"1";"18";"N";"0.18";"None";"None";"4.01";"4.01";"0";"MOL";"0";"23";"1";"0";"1";"326.3781";"None";"C22H48ClN";"CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]"
"CHEMBL3833352";"VIRGINIAMYCIN";"SK&F 7988|Stafac|VIRGINIAMYCIN";"Small molecule";"0";"1349.51";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1348.6016";"None";"C71H84N10O17";"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL221753";"BENZETHONIUM CHLORIDE";"BENZETHONIUM CHLORIDE|Microklenz|Phemerol Chloride";"Small molecule";"0";"448.09";"244";"1193";"6.07";"18.46";"2";"0";"1";"11";"N";"0.33";"None";"None";"2.37";"2.37";"2";"MOL";"0";"30";"3";"0";"1";"412.3210";"NEUTRAL";"C27H42ClNO2";"CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]"
"CHEMBL1199480";"OCTENIDINE";"OCTENIDINE";"Small molecule";"2";"550.92";"2";"5";"9.63";"34.58";"4";"0";"2";"25";"N";"0.11";"None";"10.89";"11.06";"5.09";"2";"MOL";"0";"40";"4";"0";"2";"550.4974";"BASE";"C36H62N4";"CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1"
"CHEMBL544";"MEQUINOL";"4-HYDROXYANISOLE|4-METHOXYPHENOL|4HA|BMS-181158|HQMME; HYDROXYQUINONE METHYL ETHER|LEUCOBASAL|LEUCODINE B|MECHINOLUM|MENTHYL ANTHRANILATE|MEQUINOL|NOVO-DERMOQUINONA|P-GUAIACOL|P-HYDROXYANISOLE";"Small molecule";"4";"124.14";"72";"111";"1.40";"29.46";"2";"1";"0";"1";"Y";"0.61";"9.94";"None";"1.51";"1.51";"1";"MOL";"0";"9";"2";"1";"0";"124.0524";"NEUTRAL";"C7H8O2";"COc1ccc(O)cc1"
"CHEMBL592105";"METHYLROSANILINE";"METHYLROSANILINE|MMV665941|Methylrosaniline|SJ000140980";"Small molecule";"0";"389.54";"80";"123";"4.17";"29.95";"4";"1";"0";"6";"N";"0.64";"12.98";"5.20";"4.96";"4.96";"3";"MOL";"0";"29";"4";"1";"0";"389.2467";"NEUTRAL";"C25H31N3O";"CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1"
"CHEMBL305906";"CETYLPYRIDINIUM";"CETYLPYRIDINIUM";"Small molecule";"4";"304.54";"8";"11";"6.46";"3.88";"0";"0";"1";"15";"N";"0.26";"None";"None";"3.47";"3.47";"1";"MOL";"0";"22";"1";"0";"1";"304.2999";"NEUTRAL";"C21H38N+";"CCCCCCCCCCCCCCCC[n+]1ccccc1"
"CHEMBL333826";"DEQUALINIUM";"DEQUALINIUM|Dequalinium";"Small molecule";"4";"456.68";"56";"132";"6.17";"59.80";"2";"2";"1";"11";"N";"0.21";"None";"None";"-3.59";"-3.59";"4";"MOL";"0";"34";"4";"4";"1";"456.3242";"NEUTRAL";"C30H40N4+2";"Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21"
"CHEMBL113150";"CETRIMIDE";"ANGLIAN|BACTRIAN|BANSOR|CEANEL|CETAVLEX|CETAVLON|CETAVLON PC|CETRIMIDE|CRADOCAP|Cetrimide|MEDICAID|RICHMOND|TORACSOL|Tetradonium bromide";"Small molecule";"4";"336.40";"7";"43";"5.39";"0.00";"0";"0";"1";"13";"N";"0.31";"None";"None";"1.80";"1.80";"0";"MOL";"0";"18";"1";"0";"1";"256.2999";"None";"C17H38BrN";"CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]"
"CHEMBL1907001";"BENZODODECINIUM";"BENZODODECINIUM";"Small molecule";"0";"304.54";"4";"7";"6.18";"0.00";"0";"0";"1";"13";"N";"0.30";"None";"None";"2.63";"2.63";"1";"MOL";"0";"22";"1";"0";"1";"304.2999";"NEUTRAL";"C21H38N+";"CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1"
"CHEMBL1651990";"FENTICONAZOLE";"FENTICONAZOLE";"Small molecule";"4";"455.41";"5";"23";"7.30";"27.05";"4";"0";"1";"8";"N";"0.28";"None";"6.48";"6.94";"6.90";"4";"MOL";"0";"30";"3";"0";"1";"454.0673";"NEUTRAL";"C24H20Cl2N2OS";"Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1"
"CHEMBL509924";"DIFLUCORTOLONE";"DIFLUCORTOLONE|DIFLUCORTOLONE VALERATE|NERISONE|NERISONE FTE|TEMETEX";"Small molecule";"4";"394.46";"18";"18";"2.73";"74.60";"4";"2";"0";"2";"N";"0.76";"13.42";"None";"2.01";"2.01";"0";"MOL";"0";"28";"4";"2";"0";"394.1956";"NEUTRAL";"C22H28F2O4";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO"
"CHEMBL3833381";"MERBROMIN";"MERBROMIN|MERCUROCHROME";"Small molecule";"4";"750.66";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"749.8189";"None";"C20H8Br2HgNa2O6";""
"CHEMBL1451116";"IODOFORM";"IODOFORM|NSC-26251";"Small molecule";"4";"393.73";"18";"20";"2.58";"0.00";"0";"0";"0";"0";"N";"0.44";"None";"None";"4.65";"4.65";"0";"MOL";"0";"4";"0";"0";"0";"393.7212";"None";"CHI3";"IC(I)I"
"CHEMBL2106199";"DODECLONIUM BROMIDE";"DODECLONIUM BROMIDE|GR 412";"Small molecule";"0";"448.92";"";"";"6.72";"9.23";"1";"0";"1";"15";"N";"0.25";"None";"None";"3.16";"3.16";"1";"MOL";"0";"25";"2";"0";"1";"368.2715";"NEUTRAL";"C22H39BrClNO";"CCCCCCCCCCCC[N+](C)(C)CCOc1ccc(Cl)cc1.[Br-]"
"CHEMBL43184";"AMINACRINE";"9-Aminoacridine|AMINOACRIDINE";"Small molecule";"0";"194.24";"36";"233";"2.97";"38.91";"2";"1";"0";"0";"Y";"0.56";"None";"9.29";"2.68";"1.19";"3";"MOL";"0";"15";"2";"2";"0";"194.0844";"BASE";"C13H10N2";"Nc1c2ccccc2nc2ccccc12"
"CHEMBL2107401";"FLUPEROLONE ACETATE";"FLUPEROLONE|FLUPEROLONE ACETATE|Methral|P-1742";"Small molecule";"0";"434.50";"";"";"2.61";"100.90";"6";"2";"0";"3";"N";"0.66";"12.57";"None";"2.33";"2.33";"0";"MOL";"0";"31";"6";"2";"0";"434.2105";"NEUTRAL";"C24H31FO6";"CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL3707258";"DIIODOHYDROXYPROPANE";"DIIODOHYDROXYPROPANE";"Small molecule";"0";"311.89";"";"";"1.22";"20.23";"1";"1";"0";"2";"N";"0.60";"None";"None";"1.79";"1.79";"0";"MOL";"0";"6";"1";"1";"0";"311.8508";"NEUTRAL";"C3H6I2O";"OC(CI)CI"
"CHEMBL2107430";"FLUTRIMAZOLE";"FLUTRIMAZOLE|MICETAL|UR-4056";"Small molecule";"4";"346.38";"4";"7";"5.00";"17.82";"2";"0";"1";"4";"N";"0.48";"None";"6.26";"5.52";"5.50";"4";"MOL";"0";"26";"2";"0";"1";"346.1282";"NEUTRAL";"C22H16F2N2";"Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1"
"CHEMBL91";"MICONAZOLE";"Conofite|DUMICOAT|Dermazole|LORAMYC|MICONAZOLE|Micatin|Miconazole|Monistat|Monistat-3|Monistat-Derm|NSC-170986|ORAVIG|Vusion";"Small molecule";"4";"416.14";"339";"2473";"6.45";"27.05";"3";"0";"1";"6";"N";"0.46";"None";"6.48";"5.96";"5.92";"3";"MOL";"0";"25";"3";"0";"1";"413.9860";"NEUTRAL";"C18H14Cl4N2O";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"
"CHEMBL1549";"HYDROCORTISONE CYPIONATE";"Cortef|HYDROCORTISONE CIPIONATE|HYDROCORTISONE CYCLOPENTYLPROPIONATE|HYDROCORTISONE CYPIONATE|Hydrocortisone Cypionate|NSC-10721";"Small molecule";"4";"486.65";"53";"54";"4.30";"100.90";"6";"2";"0";"6";"N";"0.54";"12.61";"None";"4.02";"4.02";"0";"MOL";"0";"35";"6";"2";"0";"486.2981";"NEUTRAL";"C29H42O6";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1"
